Time,SP_500,SP_500_Volume,SP_500_Volume_Call,SP_500_Volume_Put,SP_500_Ratio_Put_Call,Gold,Vix,US_Libor_OIS,CDS_JPM,CDS_CITI,CDS_BOFA,SP_500_Index_Turnover,SP_1_Index,P1_risk
01.04.15 00:00,2063.52,577114176,263953,589907,2.2349,1203.985,15.11,13.98,64.974,75.107,66.484,33.62,2053,111.9500467
02.04.15 00:00,2066.52,492594688,246850,467960,1.8957,1202.61,14.67,14.38,64.864,75.712,66.967,28.6,2059.4,112.654401
06.04.15 00:00,2079.77,610287936,191699,400368,2.0885,1214.835,14.74,14.58,64.366,75.641,65.641,33.43,2068,111.4866974
07.04.15 00:00,2076.89,444401344,261044,413645,1.5846,1209.218,14.78,14.53,63.861,75.638,64.863,25.93,2067.1,110.7720316
08.04.15 00:00,2081.86,500216192,178080,385557,2.1651,1202.57,13.98,13.49,63.601,75.637,64.603,29.06,2076,110.5104718
09.04.15 00:00,2091.78,483774336,251393,473007,1.8815,1194.805,13.09,14.59,63.227,75.406,64.521,27.34,2082.7,110.2151887
13.04.15 00:00,2092.14,495736640,274456,424125,1.5453,1198.88,13.94,14.33,62.005,73.915,63.371,29.23,2085.2,108.1378307
14.04.15 00:00,2096.56,459195808,233525,443842,1.9006,1192.778,13.67,14.56,60.847,73.763,62.332,27.13,2085,106.9730986
15.04.15 00:00,2108.11,573306624,388759,594675,1.5297,1202.578,12.84,14.04,60.362,73.179,62.393,32.56,2100.3,106.5437548
16.04.15 00:00,2103.7,504965120,286843,463949,1.6174,1198.55,12.6,14.11,60.104,72.919,62.648,29.83,2099.2,106.5140475
20.04.15 00:00,2102.35,489427808,165098,332148,2.0118,1195.89,13.3,14.3,61.806,74.013,64.405,30.11,2088.1,108.9279683
21.04.15 00:00,2096.42,499610688,222436,382469,1.7195,1202.41,13.25,14.33,62.18,74.447,64.38,29.11,2091.9,109.2657582
22.04.15 00:00,2105.86,532741408,199217,400890,2.0123,1187.127,12.71,14.25,61.897,74.19,64.006,30.66,2098,108.7570279
23.04.15 00:00,2115.6,579433600,248554,536192,2.1572,1193.973,12.48,14.1,62.057,74.356,64.141,35.79,2106.5,108.9995314
27.04.15 00:00,2112.53,601573312,248863,500823,2.0124,1202.145,13.12,14.5,62.459,74.191,64.276,36.13,2102.6,109.1013634
28.04.15 00:00,2112.17,555166400,207558,317604,1.5302,1212.17,12.41,14.32,62.748,74.004,65.008,33.91,2109,109.6121608
29.04.15 00:00,2106.81,560514752,259474,478893,1.8456,1204.706,13.39,14.22,63.875,75.39,65.879,32.44,2097.6,111.391585
30.04.15 00:00,2087.8,696789504,310820,666001,2.1427,1184.37,14.55,13.38,64.605,76.398,65.912,41.6,2074,112.2103052
04.05.15 00:00,2113.65,468420992,188339,448116,2.3793,1188.335,12.85,13.98,64.69,75.641,65.748,28.29,2108.5,111.6481456
05.05.15 00:00,2090.07,546268352,228035,488655,2.1429,1193.34,14.31,13.14,65.725,77.908,66.929,31.68,2083.1,114.1734334
06.05.15 00:00,2080.88,563782528,330094,614448,1.8614,1192.24,15.15,13.4,66.465,78.527,68.035,32.94,2074.7,115.5681171
07.05.15 00:00,2086.45,545155584,309952,515907,1.6645,1184.505,15.13,13.39,67.242,80.147,69.053,31.7,2084.5,117.513339
11.05.15 00:00,2104.21,475660096,227239,447549,1.9695,1183.968,13.85,13.56,65.826,78.462,68.249,28.31,2096.6,115.5309509
12.05.15 00:00,2099.16,479504928,218570,598879,2.74,1193.938,13.86,13.6,65.234,77.232,67.808,27.9,2096,114.3039684
13.05.15 00:00,2098.38,482084640,192969,367605,1.905,1215.745,13.76,13.69,65.493,77.364,67.965,27.67,2094,114.5670917
14.05.15 00:00,2118.39,486270432,424206,562169,1.3252,1221.14,12.74,14,65.259,76.715,67.306,28.95,2117.1,113.6175296
18.05.15 00:00,2129.66,452532480,281179,520762,1.8521,1225.505,12.73,13.9,64.696,76.685,66.878,27.29,2125,113.1361185
19.05.15 00:00,2126.64,526865184,228105,351924,1.5428,1207.86,12.85,14.2,64.544,76.345,66.929,29.65,2122.5,112.9303176
20.05.15 00:00,2125.33,519596768,210718,489025,2.3208,1209.804,12.88,14.35,64.8,76.613,67.078,28.16,2120.1,113.2692248
21.05.15 00:00,2132.3,490181856,263005,412380,1.568,1204.863,12.11,14.3,64.803,76.48,66.946,28.51,2129,113.0896242
26.05.15 00:00,2104.44,565730880,305688,599426,1.9609,1187.299,14.06,13.99,65.319,77.893,67.849,33.83,2104.7,114.7573824
27.05.15 00:00,2123.17,521363168,293684,470704,1.6028,1188.09,13.27,13.85,63.842,76.956,66.897,30.78,2119.1,113.1022465
28.05.15 00:00,2120.85,441847488,209548,454184,2.1674,1188.4,13.31,14.03,64.373,76.857,67.119,26.65,2116.7,113.3419294
01.06.15 00:00,2111.02,496321824,251751,430782,1.7111,1189.195,13.97,14.15,64.502,76.822,66.913,29.04,2109.7,113.1973762
02.06.15 00:00,2110.13,477625184,199211,487200,2.4456,1193.01,14.24,13.57,64.892,76.861,67.234,28.22,2107,113.5604182
03.06.15 00:00,2114.64,474052832,205937,370701,1.8001,1185.165,13.66,13.52,63.989,75.957,66.331,27.04,2114.7,112.1052775
04.06.15 00:00,2096.97,529531520,301140,897940,2.9818,1176.885,14.71,13.49,64.407,76.262,66.52,30.2,2095,112.5371855
08.06.15 00:00,2080.37,494053920,294443,566791,1.925,1174.074,15.29,13.52,64.551,77.457,67.55,28.51,2078,114.0757537
09.06.15 00:00,2081.65,498462304,255580,533464,2.0873,1176.8,14.47,13.75,64.952,77.748,68.233,28.38,2075.2,114.8676788
10.06.15 00:00,2104.71,513278144,289198,582371,2.0137,1186.057,13.22,13.69,65.234,78.006,67.589,30.97,2100.5,114.6086274
22.06.15 00:00,2123.81,472835104,271867,509817,1.8752,1185.98,12.74,13.83,67.267,81.229,70.957,28.87,2113.2,119.6131429
23.06.15 00:00,2124.33,458723552,174027,407139,2.3395,1178.63,12.11,13.68,66.66,80.332,69.646,28.03,2112,117.928128
24.06.15 00:00,2109.6,542556416,265931,507046,1.9067,1175.4,13.26,13.68,67.591,81.493,70.14,33.33,2096,119.2376583
25.06.15 00:00,2101.65,503689792,273236,475257,1.7394,1173.17,14.01,13.4,68.378,82.07,71.003,30.67,2088,120.4351937
29.06.15 00:00,2058.96,596336896,442152,1161392,2.6267,1179.828,18.85,13.87,71.972,85.377,74.279,34.65,2048,125.8101427
01.07.15 00:00,2075.86,536482208,305498,691104,2.2622,1168.787,16.09,13.26,72.174,84.316,73.09,30.72,2071.5,124.319144
02.07.15 00:00,2075.81,489734016,291305,679304,2.3319,1166.26,16.79,13.35,71.696,84.063,73.256,28.17,2065,124.1717275
06.07.15 00:00,2070.29,594511232,297892,591618,1.986,1170.335,17.01,13.73,73.371,85.371,74.816,34.5,2065.7,126.5601973
07.07.15 00:00,2080.28,639140352,439936,723504,1.6446,1155.255,16.09,13.33,72.762,85.549,74.505,35.95,2073.4,126.2818906
08.07.15 00:00,2046.68,388666336,253229,787358,3.1093,1158.325,19.66,13.8,72.888,85.813,74.953,21.81,2036.5,126.8115982
09.07.15 00:00,2051.22,566892224,324976,742949,2.2862,1159.43,19.97,13.7,72.159,85.057,74.334,32.41,2041.5,125.7039494
13.07.15 00:00,2099.98,509909472,370682,785084,2.1179,1157.975,13.9,13.28,69.324,82.054,72.415,31.07,2092.5,121.7265698
14.07.15 00:00,2109.06,508384000,338021,514044,1.5207,1156.06,13.37,13.15,68.85,82.33,72.863,30.13,2097.5,122.1140989
15.07.15 00:00,2110.94,547400512,344618,546163,1.5848,1149.453,13.23,12.55,70.394,82.991,73.507,31.43,2103.7,123.3859575
16.07.15 00:00,2128.36,538689792,612200,763738,1.2475,1145.385,12.11,12.3,68.153,79.517,70.291,32.14,2116.5,118.2919346
20.07.15 00:00,2127.12,509967424,310797,526200,1.6931,1096.5,12.25,12.3,68.776,78.005,68.868,29.95,2119,116.4554343
21.07.15 00:00,2111.29,566156224,264525,484429,1.8313,1101.25,12.22,12.41,68.85,77.868,69.122,33.47,2107.7,116.5823511
22.07.15 00:00,2114.9,619434368,284726,580781,2.0398,1094.24,12.12,11.7,69.624,78.642,69.896,36.53,2108.4,117.8290941
23.07.15 00:00,2106.74,593052480,337052,565254,1.6771,1090.695,12.64,11.91,70.139,78.399,70.091,34.75,2099.2,117.9569937
27.07.15 00:00,2069.92,667212992,317165,771627,2.4329,1093.978,15.6,11.81,72.011,81.428,72.633,38.28,2064.9,122.1803582
28.07.15 00:00,2095.28,620626560,304107,577548,1.8992,1095.475,13.44,11.88,71.604,80.484,71.37,34.87,2088,120.5528489
29.07.15 00:00,2106.24,579763776,263240,460356,1.7488,1096.848,12.5,11.05,70.874,79.924,70.487,33.27,2099,119.3647424
30.07.15 00:00,2109.61,513199040,305144,432168,1.4163,1088.755,12.13,10.86,70.756,79.956,70.687,30.04,2101.7,119.505687
03.08.15 00:00,2097.18,554008960,288574,535950,1.8572,1086.785,12.56,12.27,70.658,79.579,70.454,31.23,2089.9,119.0765802
04.08.15 00:00,2094.31,552836992,178053,376869,2.1166,1087.7,13,9.96,69.932,80.184,70.617,32.2,2082.5,119.3860266
05.08.15 00:00,2099.3,586582464,214053,448775,2.0966,1085.03,12.51,10.39,69.861,79.198,70.274,34.42,2093.2,118.5109112
06.08.15 00:00,2083.67,621613696,397880,724607,1.8212,1089.554,13.77,10.34,71.237,80.243,71.979,35.03,2079.2,120.7746376
10.08.15 00:00,2103.54,545988160,268869,496603,1.847,1104.51,12.23,10.52,70.416,78.785,70.177,31.25,2100.5,118.3252346
11.08.15 00:00,2086.22,572683712,328536,689019,2.0972,1108.95,13.71,11.64,71.679,80.974,71.669,33.83,2080,121.094631
12.08.15 00:00,2086.97,654851200,451786,860969,1.9057,1124.468,13.61,9.83,72.502,81.706,71.734,36.19,2075.3,121.7931002
13.08.15 00:00,2082.38,524653856,260085,564548,2.1706,1115.097,13.49,10.35,72.013,81.342,71.632,29.02,2079.8,121.3733323
17.08.15 00:00,2101.68,432682560,318562,482255,1.5138,1117.702,13.02,11.89,72.275,81.594,71.594,24.62,2096.5,121.562918
18.08.15 00:00,2096.46,453743648,319422,501338,1.5695,1117.71,13.79,11.19,72.791,81.819,72.189,25.52,2093.1,122.2770196
19.08.15 00:00,2081.23,578300480,514928,971127,1.8859,1133.88,15.25,12.84,73.777,82.376,72.574,32.23,2071,123.1513064
20.08.15 00:00,2035.5,686628352,581975,1359275,2.3356,1152.198,19.14,13.91,74.522,83.316,73.317,38.58,2024,124.4682152
24.08.15 00:00,1892.86,1350121472,524873,1978736,3.7699,1155.105,40.74,14.26,83.159,94.126,82.541,74.36,1872.7,140.1427016
25.08.15 00:00,1871.34,1063062848,602432,1439911,2.3902,1140.488,36.02,14.25,82.929,93.48,82.661,57.16,1865,139.7837576
26.08.15 00:00,1941.97,1047032768,574290,1447340,2.5202,1125.255,30.32,13.62,82.127,94.08,82.127,55.09,1875.5,139.5453097
27.08.15 00:00,1985.74,937936192,557050,1224279,2.1978,1125,26.1,12.44,80.376,90.716,79.794,51.03,1987.5,135.306406
31.08.15 00:00,1971.82,775156608,343518,821145,2.3904,1134.93,28.43,10.3,79.956,91.487,80.409,42.13,1921,136.13392
01.09.15 00:00,1918.15,884847040,409810,1037798,2.5324,1140.27,31.4,11.2,81.27,92.223,81.497,47.2,1912,137.7290413
02.09.15 00:00,1949.4,745239040,292644,725235,2.4782,1134.05,26.09,11.45,80.99,91.985,80.568,39.58,1941,136.8138141
03.09.15 00:00,1948.47,642895104,398871,690016,1.7299,1125.458,25.61,12.6,78.774,89.184,78.81,33.36,1944.6,133.2347524
08.09.15 00:00,1966.34,704348736,389996,689310,1.7675,1121.545,24.9,11.9,77.276,85.875,77.28,37.22,1964.7,129.6981737
09.09.15 00:00,1941.49,703961664,314880,615398,1.9544,1107.85,26.23,12,76.565,85.084,76.344,35.8,1910,128.3345651
21.09.15 00:00,1970.68,585108352,320579,638901,1.993,1133.44,20.14,16.1,78.505,85.774,78.141,30.84,1962.1,130.5926809
22.09.15 00:00,1941.84,704628608,416893,687226,1.6484,1124.76,22.44,16.05,80.674,86.773,79.917,36.45,1900,133.0795951
23.09.15 00:00,1939.33,514180064,396198,599624,1.5134,1130.3,22.13,15.75,81.757,87.626,81.883,26.06,1929.5,135.3507068
24.09.15 00:00,1931.05,725975744,403116,631447,1.5664,1153.95,23.47,16.59,83.756,89.764,83.884,36.74,1850,138.6565525
28.09.15 00:00,1882.76,811109376,439711,896283,2.0383,1131.948,27.63,14.78,85.841,95.952,88.299,40.81,1874,146.2641399
29.09.15 00:00,1882.43,768309120,362800,680277,1.8751,1127.43,26.83,16.25,88.545,101.469,91.057,38.22,1872.8,152.3682479
30.09.15 00:00,1917.97,862550144,393959,600729,1.5249,1115.087,24.5,15,88.767,101.228,90.938,45.18,1900.2,152.1874424
01.10.15 00:00,1925.09,687303616,363119,564549,1.5547,1113.605,22.55,14.75,89.163,103.574,92.547,35.88,1915,154.924464
05.10.15 00:00,1982.6,733824256,484312,738076,1.524,1135.75,19.54,14.69,86.003,100.273,91.719,38.45,1970.7,151.5084268
06.10.15 00:00,1977.58,687947648,353493,624544,1.7668,1147.245,19.4,15.8,87.732,101.18,91.958,36.34,1958,152.6701245
07.10.15 00:00,1993.15,743747840,431899,714718,1.6548,1145.543,18.4,15.56,86.165,100.394,91.026,38.02,1985.2,151.0993346
08.10.15 00:00,2012.35,614973760,492709,671585,1.363,1139.008,17.42,15.56,84.977,98.682,88.488,33.02,2000,147.8489478
12.10.15 00:00,2017.93,473699392,214090,418624,1.9554,1163.85,16.17,13.78,85.139,97.964,88.111,25.61,2009.5,147.1689261
13.10.15 00:00,2004.17,579995008,380149,582410,1.5321,1168.835,17.67,14.05,87.727,100.374,90.208,31.13,1981.3,150.8590684
14.10.15 00:00,1991.46,640033792,339265,626484,1.8466,1184.125,18.03,16.01,87.615,101.891,90.764,33.93,1981,152.1716962
15.10.15 00:00,2022.02,686490624,372671,660116,1.7713,1183.1,16.05,15.52,86.971,99.131,89.055,36.6,2010,149.0460948
19.10.15 00:00,2032.49,607649280,268473,438692,1.634,1170.785,14.98,15.57,84.275,94.998,86.002,32.98,2021,143.5616326
20.10.15 00:00,2030.47,579182592,269253,439247,1.6314,1176.045,15.75,15.14,83.072,93.524,84.914,31.29,2017.2,141.5461111
21.10.15 00:00,2018.39,634937600,300103,575306,1.917,1167.18,16.7,14.74,81.829,92.622,83.397,33.76,2010.1,139.5441901
22.10.15 00:00,2060.13,801515328,512807,620162,1.2093,1166.047,14.45,14.59,78.83,89.651,80.397,45.01,2051.2,134.729708
26.10.15 00:00,2070.01,615001472,225832,320519,1.4193,1163.035,15.29,14.92,76.097,86.729,77.369,34.91,2060.2,129.9901093
27.10.15 00:00,2067.78,671603776,252676,411122,1.6271,1166.88,15.43,15.39,77.319,88.058,77.748,36.39,2060.2,131.3873507
28.10.15 00:00,2088.59,672605248,428685,511605,1.1934,1156.1,14.33,13.99,77.443,87.758,77.703,37.54,2078.1,131.2021503
29.10.15 00:00,2088.53,558104768,562889,638972,1.1352,1145.965,14.61,13.39,77.314,86.058,76.804,31.28,2082,129.4595724
02.11.15 00:00,2102.72,591491584,287531,441882,1.5368,1133.84,14.15,13.51,75.139,83.954,74.546,32.17,2092.1,125.9366046
03.11.15 00:00,2108.59,597109248,458641,565555,1.2331,1117.79,14.54,12.86,73.53,83.04,73.042,32.2,2101.1,123.8460345
04.11.15 00:00,2100.91,630789568,312084,455301,1.4589,1107.9,15.51,12.06,73.278,82.574,73.076,34.5,2093.2,123.525999
05.11.15 00:00,2099.78,602367808,251851,483820,1.9211,1103.92,15.05,12.89,73.922,83.604,74.434,33.2,2092.4,125.3364414
09.11.15 00:00,2078.44,675291904,297558,791782,2.6609,1092.305,16.52,11.76,73.144,82.412,73.007,36.23,2070.1,123.3422016
10.11.15 00:00,2081.9,573263360,200985,311781,1.5513,1089.67,15.29,11.91,73.244,82.41,72.157,31.18,2076,122.7245241
11.11.15 00:00,2071.86,520282624,157813,324278,2.0548,1086.255,16.06,11.71,72.785,81.982,71.46,27.76,2068,121.8244123
12.11.15 00:00,2044.01,583695424,325620,695952,2.1373,1085.205,18.37,11.91,72.892,81.854,72.09,31.15,2038.2,122.2487272
16.11.15 00:00,2050.82,615213568,376697,632151,1.6781,1082.763,18.16,11.86,73.684,83.471,73.364,34.32,2044.7,124.3890311
17.11.15 00:00,2050.41,684883712,280399,528460,1.8847,1070.3,18.84,12.01,74.046,83.876,73.468,32.89,2046.7,124.8035633
18.11.15 00:00,2083.16,618006848,381337,854451,2.2407,1070.725,16.85,11.66,74.276,83.334,73.444,33.11,2078,124.5136919
19.11.15 00:00,2082.08,557110912,362023,513226,1.4177,1082.215,16.99,11.96,75.077,83.357,73.995,30,2075.7,125.142951
23.11.15 00:00,2087.84,580602624,184314,454699,2.467,1069.177,15.62,11.72,75.369,82.735,73.644,31.15,2080.2,124.5732147
24.11.15 00:00,2090.32,615626560,205983,509421,2.4731,1075.645,15.93,12.03,75.888,83.986,74.102,33.35,2081,125.8075894
25.11.15 00:00,2088.74,449950496,187853,452434,2.4084,1071.116,15.19,12.27,75.975,84.09,74.209,23.92,2086.5,125.9731393
30.11.15 00:00,2079.73,830705216,210348,567888,2.6998,1064.767,16.13,12.47,75.78,84.144,74.506,46.79,2082.2,126.1814514
01.12.15 00:00,2101.11,599103616,211228,473546,2.2419,1069.295,14.67,12.42,73.958,82.413,73.301,33.59,2098.6,123.7674213
02.12.15 00:00,2079.66,661109504,332199,597701,1.7992,1053.7,15.91,13.2,74.655,83.344,73.864,33.73,2081.3,124.9310886
03.12.15 00:00,2050.89,761989440,385197,804263,2.0879,1062.11,18.11,14.2,75.15,83.48,74.15,41.22,2050.5,125.3527674
07.12.15 00:00,2076.83,648025216,201687,417229,2.0687,1071.343,15.84,15.1,74.955,83.68,74.046,33.67,2022,125.3471407
08.12.15 00:00,2062.82,677047680,262066,359470,1.3717,1074.955,17.6,15.9,75.35,84.234,74.643,34.75,2057,126.2323504
09.12.15 00:00,2048.99,754895424,344767,601916,1.7459,1072.78,19.61,16,75.728,83.77,75.134,38.59,2040,126.415299
21.12.15 00:00,2021.66,615865536,234606,462899,1.9731,1078.4,18.7,23.21,73.833,82.763,75.196,31.56,1960,125.3786599
22.12.15 00:00,2038.56,559953152,247441,527136,2.1304,1072.425,16.6,22.44,73.61,82.263,74.979,28.86,2030,124.8558126
23.12.15 00:00,2062.33,553948480,331741,566942,1.709,1070.5,15.57,23.21,72.857,82.538,73.707,28.4,2052.4,123.8753949
28.12.15 00:00,2056.1,374236032,147755,286358,1.9381,1069.083,16.91,22.81,72.468,81.94,73.096,19.78,2029.3,122.9544029
29.12.15 00:00,2077.78,389239744,234548,420924,1.7946,1069.108,16.08,22.47,71.988,81.493,72.689,21.57,2067,122.2563464
30.12.15 00:00,2063.97,339059456,158831,399920,2.5179,1061.439,17.29,22.82,72.019,81.778,72.981,18.15,2054.5,122.6574274
04.01.16 00:00,2013.99,817659264,411871,754306,1.8314,1074.605,20.7,22.72,74.066,84.755,75.157,44.43,2001.2,126.6166474
05.01.16 00:00,2017.32,629042368,266400,567734,2.1311,1077.675,19.34,23.11,74.602,86.105,75.422,33.68,2005,127.7697317
06.01.16 00:00,1991.24,745563264,339582,669035,1.9702,1093.67,20.59,23.11,75.911,87.901,77.945,39.26,1986.2,131.0899396
07.01.16 00:00,1941.53,876560192,454847,1077061,2.368,1108.97,24.99,23.39,76.429,89.471,78.427,45.81,1923,132.5358444
11.01.16 00:00,1920.71,788334720,394672,908569,2.3021,1094.195,24.3,23.41,77.549,90.265,79.054,38.6,1912.1,133.7700006
12.01.16 00:00,1937.79,768301056,372734,618217,1.6586,1086.555,22.47,23.76,77.117,91.676,78.622,36.7,1920.5,134.1930573
13.01.16 00:00,1891.49,886396800,397928,812817,2.0426,1093.595,25.22,23.5,78.209,93.094,80.552,43.37,1878,136.782267
14.01.16 00:00,1919.13,931479040,564156,1013446,1.7964,1078.38,23.95,23.71,77.743,93.481,80.423,48.12,1910.1,136.803799
19.01.16 00:00,1882.44,891805760,310221,590576,1.9037,1087.408,26.05,24.23,83.185,100.35,88.244,43.17,1868.7,148.2311052
20.01.16 00:00,1860.44,1092011008,629410,1542712,2.451,1100.915,27.59,24.33,86.112,102.76,95.848,51.86,1851.2,156.1610431
21.01.16 00:00,1867.51,865664320,495059,823575,1.6636,1101.2,26.69,23.86,87.318,107.004,95.695,40.22,1800,158.922615
25.01.16 00:00,1877.01,773700224,269297,460533,1.7101,1107.896,24.15,23.03,84.007,104.178,95.042,36.67,1869.5,155.8893901
26.01.16 00:00,1902.15,707140736,329062,429099,1.304,1119.912,22.5,23.11,83.466,103.788,96.459,34.21,1855,156.5870567
27.01.16 00:00,1885.57,813037568,306427,453237,1.4791,1124.975,23.11,22.81,84.846,104.774,97.958,41.11,1875.5,158.6605209
28.01.16 00:00,1890.03,833137472,248166,470297,1.8951,1115.335,22.42,23.11,83.528,103.7,96.048,43.16,1878.1,156.2389519
01.02.16 00:00,1940.56,724321536,301078,540241,1.7944,1128.407,19.98,21.96,79.809,100.824,95.518,38.63,1929,153.1665464
02.02.16 00:00,1902.28,816298560,279282,489778,1.7537,1129.01,21.98,23.52,84.789,105.63,99.501,41.62,1897.5,160.3302948
03.02.16 00:00,1912.38,936651584,387615,634213,1.6362,1142.63,21.65,22.81,84.897,106.704,100.905,46.16,1908,162.0686388
04.02.16 00:00,1914.14,886268416,231011,517602,2.2406,1155.593,21.84,23.12,87.192,111.432,103.102,43.5,1905.5,167.1685417
08.02.16 00:00,1855.51,1030158592,432639,803282,1.8567,1189.228,26,25.1,101.137,137.836,133.83,49.31,1850.1,209.8586454
09.02.16 00:00,1853.38,857851712,291510,586547,2.0121,1189.133,26.54,24.75,105.224,140.053,136.476,40.52,1821,214.219277
10.02.16 00:00,1852.52,772848128,299128,525176,1.7557,1197.12,26.29,24.26,104.191,139.429,136.012,36.59,1842.5,213.2329955
11.02.16 00:00,1829.07,967843712,428292,837129,1.9546,1246.7,28.14,24.67,107.093,147.942,144.071,44.2,1826,225.2052534
16.02.16 00:00,1895.53,854329536,330729,666244,2.0145,1200.443,24.11,24.02,91.83,135.181,135.026,41.44,1888,206.830772
17.02.16 00:00,1926.05,827137664,496640,944988,1.9028,1208.5,22.31,23.24,86.256,118.51,120.17,39.67,1915,184.1113282
18.02.16 00:00,1919.99,742292224,413576,692457,1.6743,1230.87,21.64,23.32,86.588,119.536,121.115,34.75,1915,185.5299886
22.02.16 00:00,1942.86,680678400,351359,623697,1.7751,1208.63,19.38,23.26,81.487,117.204,116.526,33.74,1934,179.3808394
23.02.16 00:00,1920.34,640289664,208181,548095,2.6328,1226.85,20.98,23.01,83.634,117.743,118.202,30.82,1910.5,181.5075445
24.02.16 00:00,1928.43,671767104,293520,568286,1.9361,1228.75,20.72,23.76,83.561,120.983,121.058,31.42,1932,185.6114294
25.02.16 00:00,1950.92,605223616,270026,483099,1.7891,1232.91,19.11,23.46,81.226,118.583,118.203,29.38,1945,181.4184276
29.02.16 00:00,1932.59,865264000,302222,565638,1.8716,1238.67,20.55,22.21,77.196,107.671,111.982,42.73,1928.2,169.0955851
01.03.16 00:00,1974.53,754116160,486771,610839,1.2549,1232.15,17.7,20.46,76.132,105.167,108.961,36.33,1973.2,165.030801
02.03.16 00:00,1984.66,688728960,326236,588944,1.8053,1239.98,17.09,21.49,76.401,106.442,108.031,33.53,1981.7,165.1701439
03.03.16 00:00,1993.8,676537152,461338,575273,1.247,1264.247,16.7,23.16,75.615,105.908,107.488,31.73,1989,164.240422
07.03.16 00:00,2000.75,671945728,237124,413224,1.7426,1267.325,17.35,22.81,75.685,105.071,106.679,33.49,1998,163.1392669
08.03.16 00:00,1979.96,716139584,265967,492139,1.8504,1261.44,18.67,23.17,76.661,105.684,108.273,35.34,1978.5,164.9573212
09.03.16 00:00,1988.52,617763136,335216,506528,1.511,1253.23,18.34,23.16,75.779,105.419,107.494,31.23,1985,163.9889234
21.03.16 00:00,2050.56,546117120,291279,451203,1.549,1243.75,13.79,22.96,72.346,99.938,101.83,29.49,2037.5,155.5323286
22.03.16 00:00,2047.26,564581888,271675,447113,1.6458,1248.32,14.17,23.04,76.989,102.422,104.256,30.08,2040,160.0275605
23.03.16 00:00,2036.76,551169600,351016,506014,1.4416,1220.115,14.94,23.71,78.331,103.708,105.277,28.2,2024.5,161.9130148
28.03.16 00:00,2036.77,470922944,211705,320734,1.515,1221.715,15.24,23.16,80.487,102.952,105.873,24.56,2019,162.4408254
29.03.16 00:00,2053.63,590708224,283742,429410,1.5134,1242.2,13.82,24.69,78.873,100.842,104.43,29.08,2047.1,159.668928
30.03.16 00:00,2063.75,527219872,651218,701371,1.077,1225.02,13.56,24.06,75.754,99.831,101.153,26.78,2050,155.8054865
31.03.16 00:00,2059.19,651556864,287247,585119,2.037,1232.75,13.95,24.56,77.274,99.379,101.223,34.22,2052,155.9625312
04.04.16 00:00,2064.91,546680384,274605,391200,1.4246,1215.43,14.12,25.06,76.223,98.816,100.141,28.71,2051.2,154.5424832
05.04.16 00:00,2045.07,676197056,246885,421330,1.7066,1231.35,15.42,24.76,79.364,102.01,102.844,34.16,2019,159.3036215
06.04.16 00:00,2065.45,595344896,245846,445131,1.8106,1222.473,14.09,25.36,78.975,102.938,103.768,30.3,2056.7,160.4673332
07.04.16 00:00,2043.21,648415872,325599,503192,1.5454,1240.45,16.16,25.28,80.659,104.02,104.803,31.49,2019,162.3246941
11.04.16 00:00,2042.64,597863168,247488,406287,1.6416,1257.882,16.26,25.04,80.089,104.436,105.133,29.85,2028,162.6842674
12.04.16 00:00,2059.13,599364032,275428,377481,1.3705,1255.63,14.85,25.16,77.544,103.635,103.942,29,2050,160.6653142
13.04.16 00:00,2081.4,643524672,466894,508263,1.0886,1242.473,13.84,24.74,74.887,99.955,102.694,33.4,2075.8,156.8275667
14.04.16 00:00,2081.9,573460480,450004,581645,1.2925,1227.885,13.72,25.24,71.208,97.292,98.633,28.79,2077.3,151.2300982
18.04.16 00:00,2091.11,559823936,216010,419039,1.9399,1232.49,13.35,25.44,69.67,92.887,94.497,29.63,2085.8,145.0517799
19.04.16 00:00,2098.23,606757632,439689,553532,1.2589,1250.19,13.24,25.29,68.232,89.233,90.034,32.89,2094,139.1075755
20.04.16 00:00,2102.15,630234240,516017,824253,1.5973,1244.253,13.28,24.81,67.434,84.552,84.608,32.13,2097.9,131.972653
21.04.16 00:00,2085.69,661881152,352319,540940,1.5354,1248.052,13.95,24.76,67.636,84.835,85.391,35.2,2025,132.7856047
25.04.16 00:00,2087.87,551214976,226849,343994,1.5164,1237.973,14.08,24.18,70.603,87.819,88.695,29.58,2083,137.8293934
26.04.16 00:00,2084.97,608550464,202235,313105,1.5482,1243.4,13.96,24.34,71.567,90.189,89.756,32.13,2079.1,140.3089805
27.04.16 00:00,2096.6,686670720,266409,418770,1.5719,1245.83,13.77,25.3,71.506,89.403,89.711,37.45,2092.5,139.7826374
28.04.16 00:00,2078.5,700338112,320817,498489,1.5538,1266.255,15.22,25.17,72.621,90.679,90.756,38.46,2067,141.6235827
02.05.16 00:00,2080.28,608904704,204981,305617,1.491,1291.548,14.68,24.76,72.619,91.391,92.295,32.13,2072.7,143.2166146
03.05.16 00:00,2062.6,642409216,255575,481116,1.8825,1286.495,15.6,24.39,72.448,90.127,91.937,33.96,2049,142.1364922
04.05.16 00:00,2052.13,634264320,397601,524886,1.3201,1279.682,16.05,24.61,72.423,91.655,92.452,34.61,2035,143.4465337
05.05.16 00:00,2050.76,606989440,241950,496657,2.0527,1277.745,15.91,24.44,72.618,92.23,93.015,32.28,2039,144.2690166
