Time;SP_500;Gold;Vix;RF;P1_risk;P1_Currency
23.07.10 00:00;1102.56;1189.137;24.245;0.15;238.5603126;2.524869256
26.07.10 00:00;1114.81;1183.5;23.655;0.15;230.6131963;2.539967567
27.07.10 00:00;1113.79;1161.6;22.715;0.16;222.7527455;2.536895046
28.07.10 00:00;1106.11;1163.1;23.84;0.15;227.1743202;2.530978825
29.07.10 00:00;1101.45;1168.095;24.29;0.15;227.1712806;2.544336128
30.07.10 00:00;1101.6;1181;24.845;0.14;235.5695676;2.550180359
02.08.10 00:00;1125.76;1182.75;22.49;0.14;228.3738884;2.572264772
03.08.10 00:00;1120.3;1186.25;22.52;0.15;214.8070742;2.576541795
04.08.10 00:00;1127.22;1194.825;22.62;0.15;213.8789278;2.569309334
05.08.10 00:00;1125.78;1194.963;22.6;0.15;215.8892229;2.572644659
06.08.10 00:00;1121.54;1205.4;22.805;0.14;226.8546365;2.579775558
09.08.10 00:00;1127.66;1201.225;22.33;0.14;229.9834031;2.568869091
10.08.10 00:00;1121.1;1204.3;23.14;0.15;238.8960039;2.561168045
11.08.10 00:00;1089.82;1198.15;25.53;0.15;258.9888254;2.51918437
12.08.10 00:00;1083.58;1213.95;26.195;0.15;266.8880341;2.51811234
13.08.10 00:00;1079.45;1215.425;25.855;0.14;250.049188;2.511888291
16.08.10 00:00;1079.39;1225.35;26.74;0.15;256.6175265;2.52462099
17.08.10 00:00;1092.54;1224.825;24.3;0.16;249.0943295;2.532616153
18.08.10 00:00;1094.2;1229.3;24.315;0.16;245.3696923;2.530073787
19.08.10 00:00;1075.64;1231.96;25.52;0.16;247.5064942;2.524136982
20.08.10 00:00;1071.63;1227.888;26.245;0.15;257.2032218;2.513753426
23.08.10 00:00;1067.38;1226.15;25.295;0.15;261.3113643;2.504893168
24.08.10 00:00;1051.82;1230.5;27.545;0.17;270.6688702;2.494386296
25.08.10 00:00;1055.39;1240.15;27.69;0.17;274.4896565;2.499291348
26.08.10 00:00;1047.46;1237.6;26.705;0.17;280.1251174;2.509818965
27.08.10 00:00;1064.52;1237.825;26.26;0.17;286.1657048;2.521224705
30.08.10 00:00;1048.92;1237;26.31;0.16;285.5553215;2.507570924
31.08.10 00:00;1049.02;1247.4;26.88;0.16;294.2869909;2.504641352
01.09.10 00:00;1080.18;1244.3;24.495;0.16;283.7658056;2.533333085
02.09.10 00:00;1089.97;1251.063;23.73;0.15;275.9135472;2.533677592
03.09.10 00:00;1104.49;1246.55;22.01;0.15;258.2089021;2.546579193
07.09.10 00:00;1091.93;1255.7;23.355;0.13;264.3171195;2.529032867
08.09.10 00:00;1098.9;1254.95;23.24;0.1;263.6208108;2.542251151
09.09.10 00:00;1104.31;1243.6;22.69;0.1;258.3125493;2.542256698
10.09.10 00:00;1109.7;1245.975;22.315;0.1;251.9673559;2.539863478
13.09.10 00:00;1121.83;1245.55;21.49;0.1;248.0216989;2.566493449
14.09.10 00:00;1121.1;1268.325;21.41;0.11;253.4965825;2.58221006
15.09.10 00:00;1125.26;1268.15;22.45;0.11;256.7301098;2.580869049
16.09.10 00:00;1124.85;1275.25;22.27;0.12;255.248265;2.575632101
17.09.10 00:00;1125.57;1274.175;22.095;0.12;254.1098287;2.574971129
20.09.10 00:00;1142.63;1278.25;21.915;0.12;252.405724;2.583739153
21.09.10 00:00;1139.99;1287.375;22.005;0.12;248.004186;2.605636844
22.09.10 00:00;1134.44;1291.413;22.55;0.12;251.7562424;2.619157954
23.09.10 00:00;1124.98;1292.4;23.31;0.13;260.8864868;2.607051221
24.09.10 00:00;1148.39;1296.625;22.16;0.09;261.7902988;2.631137145
27.09.10 00:00;1142.5;1294.5;22.36;0.08;257.9221067;2.62742437
28.09.10 00:00;1147.59;1308.95;23.34;0.08;259.9911545;2.642492296
29.09.10 00:00;1144.51;1309.8;23.085;0.12;257.6081686;2.642984955
30.09.10 00:00;1141.16;1308.54;23.455;0.14;254.3092358;2.637422071
01.10.10 00:00;1146.04;1319.025;23.065;0.15;251.1658676;2.661886161
04.10.10 00:00;1136.71;1315.35;23.82;0.15;253.2697832;2.653318852
05.10.10 00:00;1160.07;1340.535;22.395;0.14;248.1088869;2.672435922
06.10.10 00:00;1159.57;1349.01;21.795;0.14;239.0049316;2.684680166
07.10.10 00:00;1157.84;1333.55;21.72;0.15;234.9427382;2.681178386
08.10.10 00:00;1164.82;1346.85;20.965;0.14;234.7605951;2.691292534
12.10.10 00:00;1169.6;1350.55;19.325;0.14;239.4229249;2.689829576
13.10.10 00:00;1178.04;1372.275;18.53;0.14;251.1204656;2.699643138
14.10.10 00:00;1173.64;1381.25;20.21;0.15;278.5811857;2.712581257
15.10.10 00:00;1176.09;1368.4;20.305;0.14;282.8693663;2.698819465
18.10.10 00:00;1184.38;1368.6;19.795;0.14;271.5668123;2.689671296
19.10.10 00:00;1165.92;1332;20.34;0.14;264.7278267;2.649533383
20.10.10 00:00;1177.9;1346.035;20.435;0.14;280.4052019;2.686943355
21.10.10 00:00;1180.13;1325.715;19.73;0.13;270.9473582;2.668023736
22.10.10 00:00;1182.79;1328.55;19.06;0.13;266.4421879;2.667806976
25.10.10 00:00;1185.63;1339.913;19.37;0.13;251.7354208;2.680094992
26.10.10 00:00;1185.57;1340.538;20.615;0.14;237.2444409;2.66727528
27.10.10 00:00;1182.33;1325.3;21.53;0.14;236.9139098;2.648928494
28.10.10 00:00;1183.43;1343.91;20.795;0.14;237.8269646;2.673838042
29.10.10 00:00;1183.22;1359.4;21.13;0.14;250.3333092;2.685003046
01.11.10 00:00;1184.08;1353.825;21.73;0.14;250.5261206;2.681426214
02.11.10 00:00;1193.38;1357.5;21.52;0.13;247.5818077;2.703850089
03.11.10 00:00;1197.75;1348.538;20.78;0.13;242.457387;2.721524709
04.11.10 00:00;1220.71;1392.525;18.385;0.13;231.5565848;2.746355637
05.11.10 00:00;1225.71;1393.625;18.18;0.13;229.4393095;2.734980027
08.11.10 00:00;1223.13;1409.425;18.78;0.12;236.353647;2.721154407
09.11.10 00:00;1213.5;1393.14;18.61;0.11;241.2589406;2.698362732
10.11.10 00:00;1218.57;1403.975;19.185;0.12;252.283453;2.706879404
12.11.10 00:00;1199.09;1368.75;20.26;0.11;254.9931763;2.680328572
15.11.10 00:00;1197.65;1360.575;19.755;0.12;252.850019;2.672669804
16.11.10 00:00;1177.85;1339.625;22.01;0.13;256.4523968;2.647771808
17.11.10 00:00;1178.08;1336.05;21.715;0.13;252.3223052;2.653954811
18.11.10 00:00;1195.98;1353.425;19.53;0.13;248.6968089;2.670907101
19.11.10 00:00;1199.03;1353.625;18.74;0.12;250.0888346;2.671680108
22.11.10 00:00;1197.25;1366.8;19.245;0.12;251.6896415;2.667840223
23.11.10 00:00;1180.31;1376.45;20.845;0.15;260.7279949;2.631705048
24.11.10 00:00;1197.79;1373.313;19.17;0.16;256.9972136;2.640524616
26.11.10 00:00;1188.77;1363.8;21.25;0.16;264.0275292;2.612108728
29.11.10 00:00;1187.27;1366.313;22.61;0.16;274.4179704;2.606139055
30.11.10 00:00;1180.01;1386.225;23.105;0.18;290.2171244;2.591059203
01.12.10 00:00;1205.88;1387.9;20.915;0.17;278.1147757;2.611093919
02.12.10 00:00;1221.49;1385.15;20.115;0.16;265.7420382;2.629723251
03.12.10 00:00;1224.57;1414.075;18.495;0.14;262.6775371;2.664556527
06.12.10 00:00;1223.18;1423.75;18.4;0.14;260.2017803;2.649994761
07.12.10 00:00;1223.76;1402.075;17.64;0.08;243.4147419;2.638807973
08.12.10 00:00;1228.1;1382.025;18.005;0.08;249.2940827;2.636225547
09.12.10 00:00;1232.79;1387.105;17.54;0.09;246.3163309;2.637829525
10.12.10 00:00;1240.11;1386.125;17.345;0.09;246.0667857;2.640146318
13.12.10 00:00;1240.45;1394.125;17.175;0.1;241.687798;2.663061488
14.12.10 00:00;1241.59;1396.2;17.585;0.09;240.0952016;2.665748623
15.12.10 00:00;1235.56;1380.838;17.755;0.08;242.9323909;2.637506449
16.12.10 00:00;1242.71;1370.175;17.745;0.08;240.918854;2.644468357
17.12.10 00:00;1243.89;1375.375;16.59;0.05;236.0740708;2.631605972
20.12.10 00:00;1247.11;1385.3;16.32;0.04;240.4937633;2.633589793
21.12.10 00:00;1254.67;1385.6;16.35;0.09;240.7477847;2.63675942
22.12.10 00:00;1258.83;1385.3;16.005;0.07;243.5092451;2.637724031
23.12.10 00:00;1256.73;1380;16.13;0.07;243.3914411;2.642790632
27.12.10 00:00;1257.58;1383.775;17.99;0.06;244.1857681;2.646728202
28.12.10 00:00;1258.61;1405.95;17.645;0.08;244.1504315;2.653000614
29.12.10 00:00;1259.89;1411.775;17.255;0.05;243.6068589;2.673769518
30.12.10 00:00;1258.02;1404.65;17.675;0.05;244.7652693;2.680916936
31.12.10 00:00;1257.83;1421.4;17.94;0.07;244.4590787;2.697804274
03.01.11 00:00;1271.47;1414.8;17.62;0.11;225.7470966;2.690233007
04.01.11 00:00;1270.12;1380.5;17.785;0.12;221.4527661;2.673269922
05.01.11 00:00;1276.54;1378.25;17.405;0.13;227.9189864;2.650024514
06.01.11 00:00;1273.77;1371.563;17.175;0.13;237.9779212;2.638692634
07.01.11 00:00;1271.5;1369.538;17.32;0.13;249.5252081;2.638282954
10.01.11 00:00;1269.77;1375.713;18.085;0.14;255.2095428;2.642200085
11.01.11 00:00;1274.43;1381.575;16.975;0.15;248.1608016;2.637354125
12.01.11 00:00;1285.85;1387.9;16.335;0.15;234.2072595;2.660572834
13.01.11 00:00;1283.67;1373.6;16.46;0.15;236.95486;2.677501748
14.01.11 00:00;1293.04;1361.85;16.04;0.14;239.5895374;2.67344764
18.01.11 00:00;1295.05;1368.337;15.955;0.15;235.266189;2.682684246
19.01.11 00:00;1281.96;1369.863;16.765;0.16;234.4438948;2.689849195
20.01.11 00:00;1280.32;1346.25;18.25;0.15;234.1439392;2.669994911
21.01.11 00:00;1283.33;1342.675;17.605;0.15;225.017868;2.68820183
24.01.11 00:00;1290.69;1334.4;18.245;0.15;223.5263779;2.69794849
25.01.11 00:00;1291.1;1332.425;18.07;0.15;230.5092004;2.699190037
26.01.11 00:00;1296.65;1346;17.005;0.15;225.6075928;2.708047451
27.01.11 00:00;1299.47;1313.525;16.51;0.13;225.4465237;2.703797474
28.01.11 00:00;1276.34;1336.775;18;0.13;224.8480933;2.695901518
31.01.11 00:00;1286.1;1332.675;19.445;0.15;222.7921538;2.704796952
01.02.11 00:00;1307.34;1341.4;18.015;0.16;212.9750211;2.73272032
02.02.11 00:00;1303.93;1335.25;17.56;0.15;208.5510012;2.728383731
03.02.11 00:00;1307.01;1354.35;17.205;0.14;208.6014382;2.716391525
04.02.11 00:00;1310.66;1348.925;16.315;0.13;203.076313;2.708112919
07.02.11 00:00;1318.87;1351.275;16.22;0.13;197.4348469;2.706271594
08.02.11 00:00;1324.52;1363.975;16.205;0.14;195.9165306;2.704361733
09.02.11 00:00;1320.78;1363.725;16.19;0.11;195.4356661;2.711891587
10.02.11 00:00;1321.65;1363.8;16.535;0.08;201.5956444;2.692723491
11.02.11 00:00;1329.24;1356.95;16.04;0.08;200.1900631;2.686338946
14.02.11 00:00;1332.24;1361.775;15.74;0.09;199.0683721;2.68372022
15.02.11 00:00;1327.73;1373.85;16.51;0.11;198.6244744;2.682443164
16.02.11 00:00;1335.59;1374.39;16.29;0.1;196.3002953;2.695380613
17.02.11 00:00;1340.32;1384.075;16.59;0.08;194.8592476;2.709907655
18.02.11 00:00;1342.85;1389.988;16.48;0.08;193.0090712;2.72019763
22.02.11 00:00;1315.46;1399.135;19.915;0.1;202.1932003;2.703357223
23.02.11 00:00;1307.62;1411.635;21.76;0.12;215.8326495;2.71505606
24.02.11 00:00;1306.13;1402.66;21.76;0.13;217.2459105;2.725211341
25.02.11 00:00;1319.96;1410.65;19.66;0.12;208.0229552;2.728859259
28.02.11 00:00;1327.72;1411.325;18.705;0.13;204.47215;2.738085067
01.03.11 00:00;1306.16;1433.375;19.32;0.07;209.005364;2.73163284
02.03.11 00:00;1308.04;1434.4;20.38;0.12;203.7282834;2.74099215
03.03.11 00:00;1330.44;1415.875;18.76;0.12;199.0030622;2.739452307
04.03.11 00:00;1320.57;1430.95;19.32;0.11;198.4969278;2.741757246
07.03.11 00:00;1310.02;1432.05;20.36;0.1;202.9504075;2.736518074
08.03.11 00:00;1321.36;1428.875;20.105;0.07;198.9289662;2.728659811
09.03.11 00:00;1319.48;1430.75;20.185;0.07;199.8501052;2.73342094
10.03.11 00:00;1294.84;1411.85;21.295;0.04;208.4049617;2.71463376
11.03.11 00:00;1303.6;1417.65;20.86;0.04;207.2077926;2.731304611
14.03.11 00:00;1296.39;1426.425;21.83;0.05;207.4871781;2.737832388
15.03.11 00:00;1281.75;1395.7;24.515;0.07;213.8464395;2.723747733
16.03.11 00:00;1257.11;1399.025;27.66;0.06;216.6869467;2.714863216
17.03.11 00:00;1273.52;1403.805;26.49;0.06;213.7353797;2.726384732
18.03.11 00:00;1279;1418.555;23.97;0.06;203.3170234;2.748055072
21.03.11 00:00;1298.14;1427.785;21.32;0.06;202.1517501;2.7595163
22.03.11 00:00;1293.61;1427.85;20.28;0.07;198.980784;2.762210184
23.03.11 00:00;1297.45;1437.425;19.62;0.06;199.0252416;2.751724444
24.03.11 00:00;1309.61;1430.425;18.43;0.04;193.298992;2.762251469
25.03.11 00:00;1313.83;1429.883;17.575;0.04;194.6992746;2.750889377
28.03.11 00:00;1310.46;1420.295;18.7;0.04;193.5655938;2.751007821
29.03.11 00:00;1319.22;1418.45;18.965;0.06;194.5563524;2.756372688
30.03.11 00:00;1328.1;1422.975;17.63;0.03;191.3530604;2.764965925
31.03.11 00:00;1325.82;1432.2;17.68;0.05;194.6458424;2.764788422
01.04.11 00:00;1331.22;1428.725;17.03;0.03;193.5561272;2.776485643
04.04.11 00:00;1331.85;1434.025;17.62;0.02;192.5183619;2.774170112
05.04.11 00:00;1331.93;1455.85;17.185;0.05;190.7728177;2.777535104
06.04.11 00:00;1334.87;1459.75;16.825;0.03;188.1763729;2.797636524
07.04.11 00:00;1332.55;1458.2;17.13;0.03;188.1763507;2.799547156
08.04.11 00:00;1327.26;1474.913;17.42;0.02;187.8824707;2.822263405
11.04.11 00:00;1323.65;1463.15;16.635;0.02;186.4019076;2.81399985
12.04.11 00:00;1313.58;1452.975;17.67;0.02;188.0834475;2.814908343
13.04.11 00:00;1313.7;1457.363;16.79;0.03;188.7606371;2.819516237
14.04.11 00:00;1314.15;1474.15;17.08;0.04;191.1708335;2.830005112
15.04.11 00:00;1319.05;1486.875;15.45;0.04;192.8241936;2.830471147
18.04.11 00:00;1305.11;1495.3;17.94;0.03;200.6994722;2.808712131
19.04.11 00:00;1312.5;1496.4;16.205;0.04;196.4366531;2.816560846
20.04.11 00:00;1330.4;1502.4;14.845;0.04;194.5017092;2.848467259
21.04.11 00:00;1337.11;1504.875;14.815;0.03;193.832401;2.856370213
25.04.11 00:00;1335.31;1507.225;15.78;0.03;193.4276747;2.857831902
26.04.11 00:00;1347.12;1506.25;15.365;0.02;194.1461378;2.870327565
27.04.11 00:00;1355.65;1527.05;15.775;0.03;192.8293677;2.887525299
28.04.11 00:00;1360.24;1536.2;14.905;0.02;193.1360207;2.890179911
29.04.11 00:00;1363.55;1563.7;14.74;0.02;191.6504131;2.903262212
02.05.11 00:00;1361.07;1545.45;15.6;0.02;189.5008314;2.898248913
03.05.11 00:00;1356.38;1535.9;16.71;0.02;189.8494607;2.887514278
04.05.11 00:00;1347.05;1516.215;17.275;0.02;190.0139361;2.876999531
05.05.11 00:00;1334.97;1474.298;17.925;0.01;192.01425;2.841770595
06.05.11 00:00;1340.03;1495.575;17.705;0.02;192.1487011;2.833101751
09.05.11 00:00;1346.17;1513.725;17.815;0.01;192.6673456;2.849192511
10.05.11 00:00;1357.23;1516.263;16.345;0.02;192.4219449;2.84903773
11.05.11 00:00;1341.89;1501.412;16.86;0.01;193.3219178;2.822559962
12.05.11 00:00;1348.5;1505.875;16.96;0.01;193.0547336;2.826829414
13.05.11 00:00;1337.66;1495.15;16.77;0.01;195.5396089;2.802882971
16.05.11 00:00;1329.48;1489.325;17.43;0.02;195.7015298;2.802776569
17.05.11 00:00;1328.9;1486.7;18.28;0.03;199.3078218;2.817574389
18.05.11 00:00;1340.43;1496.975;16.855;0.03;200.2093197;2.817783055
19.05.11 00:00;1343.32;1493.275;16.03;0.02;195.9149442;2.82638286
20.05.11 00:00;1333.08;1512.225;16.565;0.03;196.1703178;2.819327327
23.05.11 00:00;1316.8;1517.1;18.75;0.03;201.3047791;2.796472028
24.05.11 00:00;1316.5;1526.637;17.595;0.04;202.4095491;2.807934229
25.05.11 00:00;1320.65;1525.35;17.48;0.04;204.4914662;2.813586349
26.05.11 00:00;1326.19;1519.2;16.68;0.04;205.5043944;2.833849559
27.05.11 00:00;1331.11;1536.4;15.815;0.04;203.4176281;2.861369535
31.05.11 00:00;1344.89;1535.725;15.825;0.04;199.4555672;2.863928741
01.06.11 00:00;1314.97;1539.825;17.215;0.04;206.9286208;2.855194687
02.06.11 00:00;1313.26;1533.65;18.055;0.04;215.1361708;2.867617894
03.06.11 00:00;1299.85;1542.275;18.495;0.04;216.8471998;2.883145358
06.06.11 00:00;1286.46;1544.575;18.15;0.03;222.0286537;2.875973065
07.06.11 00:00;1285.39;1544.125;17.935;0.01;226.0788519;2.888390552
08.06.11 00:00;1279.16;1537.6;18.275;0.01;238.2056024;2.873562741
09.06.11 00:00;1288.96;1543.975;17.785;0.02;237.1885033;2.8715622
10.06.11 00:00;1271.1;1531.265;18.545;0.02;237.3816648;2.850480078
13.06.11 00:00;1272.28;1515.65;19.215;0.02;239.4092106;2.863838633
14.06.11 00:00;1288.13;1523.975;18.18;0.03;228.2332896;2.867831352
15.06.11 00:00;1265.67;1530.975;20.345;0.02;238.5631666;2.831806682
16.06.11 00:00;1267.84;1529.575;22.73;0.02;246.4302439;2.832902364
17.06.11 00:00;1271.73;1539.4;21.7;0.02;237.8048158;2.84527284
20.06.11 00:00;1278.28;1540.6;21.535;0.02;243.6578533;2.843568135
21.06.11 00:00;1294.65;1546.275;18.59;0.01;234.5370611;2.859098409
22.06.11 00:00;1287.31;1548.95;18.31;0.01;248.7261378;2.850568233
23.06.11 00:00;1281.58;1521.4;20.36;0.01;247.704744;2.839347208
24.06.11 00:00;1269.08;1502.55;20.19;0.01;255.3865018;2.832196513
27.06.11 00:00;1280.4;1497.925;21.045;0.01;256.471823;2.833300806
28.06.11 00:00;1297.15;1501.25;19.81;0.01;246.4271495;2.848649114
29.06.11 00:00;1307.55;1512.325;17.575;0.01;230.7895775;2.867980063
30.06.11 00:00;1320.2;1500.175;16.325;0.01;218.8860857;2.872743277
01.07.11 00:00;1339.18;1487.425;15.705;0.01;211.7348852;2.873442213
05.07.11 00:00;1338.4;1515.7;16.195;0.01;212.7450674;2.866473822
06.07.11 00:00;1339.23;1528.975;16.7;0.01;218.4491035;2.860322381
07.07.11 00:00;1353.42;1532.363;15.715;0.03;213.8702311;2.867041043
08.07.11 00:00;1343.91;1544.15;16.545;0.03;218.3936711;2.868305081
11.07.11 00:00;1320.08;1553.475;18.11;0.02;228.6145392;2.842420982
12.07.11 00:00;1314.02;1567.762;19.19;0.01;228.8012652;2.837319088
13.07.11 00:00;1317.46;1582.375;19.125;0.01;229.0119317;2.878357937
14.07.11 00:00;1311.8;1587.225;20.465;0.01;230.1748489;2.878392257
15.07.11 00:00;1317.48;1593.6;20.6;0.02;234.0308854;2.880469048
18.07.11 00:00;1306.02;1604.787;21.415;0.01;241.8896081;2.869542585
19.07.11 00:00;1326.92;1588.5;19.775;0.02;254.4242005;2.882954139
20.07.11 00:00;1325.07;1600.4;19.13;0.01;244.2343382;2.891653292
21.07.11 00:00;1344.02;1590.55;17.89;0.04;233.1045829;2.918526882
22.07.11 00:00;1344.54;1601.325;17.545;0.05;229.9685867;2.910801673
25.07.11 00:00;1337.73;1614.024;19.115;0.05;234.7210021;2.919636921
26.07.11 00:00;1331.48;1619.325;20.03;0.07;235.1210486;2.941802437
27.07.11 00:00;1304.92;1613.475;22.035;0.08;244.4967671;2.932650393
28.07.11 00:00;1299.32;1615.949;22.595;0.1;242.1125232;2.932365072
29.07.11 00:00;1292.86;1627.05;24.795;0.16;248.8217337;2.947939483
01.08.11 00:00;1286.39;1619.375;24.045;0.13;238.4076369;2.935472917
02.08.11 00:00;1253.78;1659.399;23.72;0.05;245.5606569;2.934688226
03.08.11 00:00;1260.05;1661.725;23.995;0.01;245.6438995;2.935795246
04.08.11 00:00;1201.67;1646.524;28.19;0.01;260.6085979;2.893611986
05.08.11 00:00;1199.54;1663.949;33.395;0.01;267.7569445;2.90556343
08.08.11 00:00;1120.51;1719.449;41.645;0.02;334.1963172;2.883151988
09.08.11 00:00;1172.86;1740.949;40.92;0.02;323.5398028;2.940614435
10.08.11 00:00;1122.14;1793.274;40.875;0.02;334.7779361;2.896556689
11.08.11 00:00;1171.57;1763.925;40.19;0.01;364.3405604;2.894354955
12.08.11 00:00;1179.17;1746.677;35.93;0.01;347.3118029;2.882631164
15.08.11 00:00;1203.5;1766.024;33.15;0;355.4774107;2.901844402
16.08.11 00:00;1192.48;1785.55;33.085;0.02;367.8301728;2.89244794
17.08.11 00:00;1192.62;1791.25;32.065;0.01;338.7758486;2.904062213
18.08.11 00:00;1140.96;1823.899;40.985;0.01;368.2504878;2.878962457
19.08.11 00:00;1123.79;1852.074;42.695;0;376.6086179;2.886815155
22.08.11 00:00;1123.37;1897.457;41.18;0.01;430.911969;2.883088988
23.08.11 00:00;1161.63;1828.625;39.185;0.01;430.0145521;2.897818847
24.08.11 00:00;1177.42;1759.125;35.965;0.02;448.9931694;2.88550485
25.08.11 00:00;1159.43;1774.449;37.095;0.01;415.9110742;2.88027535
26.08.11 00:00;1176.94;1827.149;39.085;0;422.5728073;2.893769047
29.08.11 00:00;1209.73;1788.399;33.01;0;374.197883;2.89662914
30.08.11 00:00;1210.76;1835.524;32.55;0.01;362.8004832;2.890592174
31.08.11 00:00;1218.48;1825.55;31.345;0.01;351.2704299;2.896529304
01.09.11 00:00;1205.05;1826.1;31.57;0.02;365.2498573;2.895877698
02.09.11 00:00;1173.57;1882.955;33.72;0.02;391.1389635;2.891542547
06.09.11 00:00;1165.33;1875.25;38.43;0.02;407.6943344;2.807471224
07.09.11 00:00;1198.18;1817.712;34.04;0;392.0021128;2.830809722
08.09.11 00:00;1186.78;1870.199;33.75;0.01;398.9018574;2.801754975
09.09.11 00:00;1155.21;1855.574;38.135;0;422.9276451;2.772892148
12.09.11 00:00;1162.92;1815.249;40.88;0.01;459.7671935;2.771737878
13.09.11 00:00;1172.42;1833.675;38.06;0;414.7839135;2.770149945
14.09.11 00:00;1188.92;1819.8;35.58;0;396.5058671;2.77369086
15.09.11 00:00;1208.89;1788.725;32.865;0;384.6894895;2.788945172
16.09.11 00:00;1216.1;1811.375;31.455;0.01;387.4040407;2.78656736
19.09.11 00:00;1203.99;1778.85;33.84;0;396.6274995;2.76229207
20.09.11 00:00;1202.56;1803.688;32.295;0;397.8260609;2.762315264
21.09.11 00:00;1165.43;1782.3;34.885;0.01;430.1094887;2.717881425
22.09.11 00:00;1129.02;1740.387;41.6;0;475.7544648;2.674884812
23.09.11 00:00;1135.79;1656.737;41.62;0;482.0188324;2.681651077
26.09.11 00:00;1162.14;1626.875;41.18;0;489.4877547;2.693536245
27.09.11 00:00;1175.84;1650.725;36.945;0;456.2750989;2.709840248
28.09.11 00:00;1151.98;1609.162;38.945;0;477.7516152;2.688449285
29.09.11 00:00;1160.7;1614.688;40.015;0;493.6707878;2.691377059
30.09.11 00:00;1131.39;1623.787;41.435;0.02;512.2904799;2.65990195
03.10.11 00:00;1098.53;1658.3;43.53;0.01;577.3467644;2.62727155
04.10.11 00:00;1123.36;1623.824;43.45;0.01;605.4575063;2.646006378
05.10.11 00:00;1143.53;1640.85;39.355;0;594.017532;2.651680897
06.10.11 00:00;1164.09;1651.362;37.445;0.01;535.4725177;2.664187388
07.10.11 00:00;1157.79;1637.85;36.505;0.01;496.2762393;2.660578841
11.10.11 00:00;1194.8;1662.3;33.43;0.01;472.7900432;2.69909385
12.10.11 00:00;1207.15;1676.3;30.86;0.01;408.4228433;2.738748044
13.10.11 00:00;1203.94;1668.05;31.62;0.02;444.2854162;2.7366997
14.10.11 00:00;1224.16;1680.949;29.02;0.02;439.733123;2.761481332
17.10.11 00:00;1200.75;1670.8;31.755;0.02;471.5053067;2.729622261
18.10.11 00:00;1221.63;1657.975;32.2;0.02;447.941757;2.739429743
19.10.11 00:00;1210.04;1640.75;33.69;0.01;434.3350299;2.733875517
20.10.11 00:00;1214.79;1620.662;35.515;0.02;457.2218609;2.742832222
21.10.11 00:00;1237.13;1641.85;32.15;0.01;436.5504043;2.772809372
24.10.11 00:00;1253.87;1653.482;30.27;0.01;425.3137232;2.783822083
25.10.11 00:00;1228.7;1705.274;31.39;0.01;427.2738628;2.773981813
26.10.11 00:00;1241.92;1724.637;31.465;0.01;425.3306834;2.776014162
27.10.11 00:00;1284.58;1744.949;25.58;0.02;374.5621007;2.833754878
28.10.11 00:00;1285.41;1743.425;25.23;0.02;377.056182;2.828294142
31.10.11 00:00;1253.72;1714.699;28.49;0.02;403.3272705;2.788263177
01.11.11 00:00;1221.57;1719.55;35.7;0.01;434.8733369;2.750513297
02.11.11 00:00;1238.92;1737.8;33.41;0.01;425.8156514;2.756267191
03.11.11 00:00;1261.6;1763.675;32.43;0.01;416.4073655;2.773315492
04.11.11 00:00;1254.99;1754.649;31.35;0.01;428.0648384;2.760849371
07.11.11 00:00;1262.07;1794.899;31;0.01;437.8509877;2.755522939
08.11.11 00:00;1275.77;1786.324;28.98;0.01;426.1535458;2.764776596
09.11.11 00:00;1230.1;1769.699;33.705;0.01;464.2624864;2.714351819
10.11.11 00:00;1239.78;1758.5;33.81;0.01;458.3189636;2.72173548
14.11.11 00:00;1252.33;1780.3;31.99;0.01;463.2461117;2.724635253
15.11.11 00:00;1257.57;1780.899;31.475;0.01;467.6110165;2.707831323
16.11.11 00:00;1236.57;1763.35;32.025;0.01;474.3387445;2.691590426
17.11.11 00:00;1216.2;1721.524;34.675;0.01;504.1778795;2.682550793
18.11.11 00:00;1216.04;1723.925;32.955;0.02;507.8508125;2.690376439
21.11.11 00:00;1193.04;1677.574;33.91;0.02;525.4881607;2.668311009
22.11.11 00:00;1188.15;1699.899;32.335;0.02;539.5564792;2.670953025
23.11.11 00:00;1158.86;1692.413;33.625;0.02;573.2042105;2.64377234
25.11.11 00:00;1160.46;1683.524;33.945;0.02;585.6658009;2.632814439
28.11.11 00:00;1193.08;1712.35;32.34;0.02;545.5557935;2.661305776
29.11.11 00:00;1195.29;1715.675;31.29;0.02;564.2322009;2.671509271
30.11.11 00:00;1245.66;1746.35;27.92;0.02;532.9652087;2.710086042
01.12.11 00:00;1244.39;1744.801;27.265;0.02;525.342973;2.708286741
02.12.11 00:00;1244.13;1746.59;26.455;0.02;495.7567307;2.695157896
05.12.11 00:00;1256.77;1722.675;27.415;0.01;466.222603;2.702086531
06.12.11 00:00;1258.76;1728.55;27.77;0;467.1204776;2.699111967
07.12.11 00:00;1261.66;1741.887;29.01;0;465.2646068;2.706199928
08.12.11 00:00;1234.04;1708.275;30.19;0;480.889323;2.685974905
09.12.11 00:00;1254.95;1711.47;27.95;0;478.6078643;2.696482166
12.12.11 00:00;1236.78;1666.488;26.685;0;492.8658921;2.662090005
13.12.11 00:00;1225.28;1631.5;24.775;0;483.2997824;2.640118363
14.12.11 00:00;1211.71;1573.899;26.655;0;492.4345069;2.624195985
15.12.11 00:00;1217.55;1570.524;24.71;0;493.3524037;2.636939635
