Time;SP_500;Gold;Vix;RF;P1_risk;P1_Currency
09.03.06 00:00;1272.29;546.05;12.35;4.44;23.98293753;2.305193175
10.03.06 00:00;1281.65;541.05;12.195;4.46;23.94382944;2.298576809
13.03.06 00:00;1283.28;545.9;11.44;4.45;24.79356207;2.306588056
14.03.06 00:00;1297.33;551.05;11.125;4.49;24.11205817;2.316903498
15.03.06 00:00;1303.27;552.95;11.26;4.5;23.75725994;2.325351287
16.03.06 00:00;1305.49;555.4;11.31;4.49;23.73554366;2.332904827
17.03.06 00:00;1307.07;554.1;11.865;4.5;23.54853679;2.324601036
20.03.06 00:00;1305.23;554.9;11.67;4.56;23.54853679;2.315026972
21.03.06 00:00;1297.15;552.1;11.53;4.67;23.54853679;2.303509249
22.03.06 00:00;1304.89;550.8;11.45;4.67;23.51594672;2.302711095
23.03.06 00:00;1301.74;549.8;11.34;4.66;23.38511151;2.28901301
24.03.06 00:00;1302.85;560.125;11.285;4.66;23.54853679;2.286664974
27.03.06 00:00;1301.79;567.3;11.565;4.66;23.51594672;2.284968988
28.03.06 00:00;1293.37;563.6;11.64;4.71;23.74690266;2.280976856
29.03.06 00:00;1303.04;573.6;11.18;4.69;24.08443428;2.280583193
30.03.06 00:00;1300.48;588.65;11.215;4.67;23.54370473;2.304345754
31.03.06 00:00;1295.16;583.65;11.46;4.65;23.06022821;2.297024572
03.04.06 00:00;1297.84;587.85;11.325;4.66;23.57955897;2.29526984
04.04.06 00:00;1305.83;586.7;11.445;4.64;24.07825481;2.31353437
05.04.06 00:00;1311.43;588.5;11.21;4.62;24.51002955;2.322726838
06.04.06 00:00;1308.84;595.3;11.495;4.65;23.70248983;2.320948898
07.04.06 00:00;1294.77;588.85;11.755;4.64;22.48312564;2.304745924
10.04.06 00:00;1296.48;599.75;12.265;4.64;24.13682929;2.308424557
11.04.06 00:00;1286.48;593.415;12.56;4.63;23.59433595;2.316528511
12.04.06 00:00;1288.3;598.375;12.875;4.62;23.69738453;2.314648095
13.04.06 00:00;1288.95;596.475;12.64;4.54;23.64910605;2.313652604
17.04.06 00:00;1285.31;613.475;12.645;4.55;24.36008883;2.337672084
18.04.06 00:00;1307.48;621.075;11.93;4.54;24.36202165;2.355277565
19.04.06 00:00;1309.98;640.2;11.515;4.54;23.64524041;2.365397735
20.04.06 00:00;1311.54;612.5;11.345;4.55;23.74828899;2.347490022
21.04.06 00:00;1311.08;633.975;11.585;4.58;22.46845518;2.356040194
24.04.06 00:00;1308.16;620.7;12.045;4.58;22.46845518;2.360090461
25.04.06 00:00;1301.95;630.3;11.89;4.63;22.67418741;2.363710621
26.04.06 00:00;1305.39;638.625;11.565;4.65;21.63616075;2.37037655
27.04.06 00:00;1309.79;633.625;12.035;4.64;22.01660482;2.385258532
28.04.06 00:00;1310.77;654.425;11.775;4.6;22.01660482;2.408125445
01.05.06 00:00;1305.06;655.1;12.17;4.61;21.94683948;2.405629638
02.05.06 00:00;1313.13;668.8;12.1;4.66;21.87444815;2.416143256
03.05.06 00:00;1307.92;667;12.2;4.65;20.37905957;2.422432252
04.05.06 00:00;1312.17;679.7;11.935;4.61;19.88965101;2.4302684
05.05.06 00:00;1325.99;683.8;11.4;4.61;20.0793116;2.435911951
08.05.06 00:00;1324.53;678.7;11.935;4.64;21.08385658;2.427908326
09.05.06 00:00;1324.86;700.9;12.015;4.72;20.05027212;2.439784065
10.05.06 00:00;1322.68;707.9;12.05;4.69;20.05027212;2.439163982
11.05.06 00:00;1305.74;714.3;12.455;4.64;20.05027212;2.449923343
12.05.06 00:00;1290.98;714.8;13.485;4.64;19.98895762;2.458482445
15.05.06 00:00;1294.31;677.4;14.285;4.68;20.2753831;2.433875513
16.05.06 00:00;1291.89;690.4;13.295;4.76;20.65875281;2.448530237
17.05.06 00:00;1270.19;687.1;14.825;4.75;20.89798026;2.430547174
18.05.06 00:00;1261.8;682.3;16.025;4.75;21.23780962;2.442440961
19.05.06 00:00;1266.96;657.6;16.955;4.75;21.22164495;2.429186548
22.05.06 00:00;1262.08;656.05;18.155;4.74;22.21007958;2.439102512
23.05.06 00:00;1256.6;666.5;16.81;4.75;20.82504872;2.430397501
24.05.06 00:00;1258.55;640.7;18.5;4.74;21.33557985;2.425785004
25.05.06 00:00;1273.03;650.9;15.99;4.74;20.98534673;2.43965356
26.05.06 00:00;1281.03;653.7;14.65;4.75;21.49853022;2.427230269
30.05.06 00:00;1260.02;652.9;17.055;4.76;21.78602361;2.451574222
31.05.06 00:00;1270.04;645.2;17.25;4.75;21.50098461;2.434468547
01.06.06 00:00;1283.61;629.6;15.52;4.75;20.97787227;2.427212033
02.06.06 00:00;1288.09;638.2;14.445;4.75;21.98884681;2.445309887
05.06.06 00:00;1265.46;637.15;16.055;4.77;21.89505915;2.43854979
06.06.06 00:00;1263.64;630.65;17.605;4.8;21.79813842;2.422899676
07.06.06 00:00;1255.9;626.45;16.845;4.8;21.76554835;2.4167494
08.06.06 00:00;1257.77;613.25;19.315;4.78;22.01706858;2.400422587
09.06.06 00:00;1251.99;607.45;17.76;4.78;22.01464562;2.410605216
12.06.06 00:00;1236.32;604.25;19.57;4.78;21.88983693;2.407298973
13.06.06 00:00;1223.41;562.05;22.04;4.72;21.95670303;2.38903368
14.06.06 00:00;1229.95;559.75;22.47;4.68;21.99581451;2.397256027
15.06.06 00:00;1255.85;577.05;18.395;4.6;22.16624594;2.405405568
16.06.06 00:00;1251.45;581.15;17.325;4.63;21.98718723;2.398176046
19.06.06 00:00;1240.03;565.25;16.915;4.67;22.05499337;2.389487238
20.06.06 00:00;1240.1;575.85;17.02;4.7;21.95749639;2.392175315
21.06.06 00:00;1252.01;587.55;15.8;4.66;21.96088576;2.402999602
22.06.06 00:00;1245.59;580.65;16.11;4.55;22.09147547;2.382142849
23.06.06 00:00;1244.76;583.05;15.76;4.61;21.96498082;2.370650646
26.06.06 00:00;1250.12;585.25;16.05;4.73;21.91145037;2.376953317
27.06.06 00:00;1238.88;579.05;15.91;4.86;21.65970073;2.376209216
28.06.06 00:00;1246.16;580.15;16.39;4.79;21.94029848;2.36923496
29.06.06 00:00;1272.71;599.65;14.115;4.68;21.6101826;2.390867066
30.06.06 00:00;1270.52;615.85;13.105;4.54;21.65583508;2.407858654
03.07.06 00:00;1280.24;623.495;13.14;4.69;22.01922454;2.407547601
05.07.06 00:00;1270.81;628.15;14.315;4.81;21.47070467;2.397910121
06.07.06 00:00;1273.88;633.025;13.645;4.8;21.48519725;2.404507975
07.07.06 00:00;1265.44;629.25;13.94;4.83;21.06839136;2.415300705
10.07.06 00:00;1267.26;624.15;14.085;4.86;21.27683634;2.400762665
11.07.06 00:00;1272.47;641.45;13.89;4.9;21.11853244;2.40936996
12.07.06 00:00;1258.74;651.525;14.055;4.92;21.47199933;2.398847194
13.07.06 00:00;1242.24;660.05;16.5;4.88;21.36497735;2.404371184
14.07.06 00:00;1236.21;664.15;18.035;4.87;21.67677546;2.4009295
17.07.06 00:00;1234.32;643.025;18.255;4.91;21.83489377;2.380068145
18.07.06 00:00;1236.65;633.05;18.62;4.94;21.63238901;2.380828429
19.07.06 00:00;1259.7;642.75;16.045;4.91;21.07019898;2.392487647
20.07.06 00:00;1249.22;628.15;15.62;4.87;20.90677456;2.39813896
21.07.06 00:00;1240.31;619.75;16.895;4.88;21.28335927;2.406110199
24.07.06 00:00;1260.81;615.25;15.985;4.91;21.62528558;2.398504913
25.07.06 00:00;1268.92;619.125;14.995;5.01;20.87834976;2.388966368
26.07.06 00:00;1268.57;624.75;14.65;5;20.62455815;2.410944909
27.07.06 00:00;1263.15;634.35;14.73;5.02;20.62420354;2.409851086
28.07.06 00:00;1278.17;634.75;14.405;4.98;19.39246518;2.418168931
31.07.06 00:00;1276.58;636.745;14.995;5.02;20.12888184;2.420318265
01.08.06 00:00;1270.9;646.845;15.59;5.2;19.45809386;2.427940601
02.08.06 00:00;1278.33;651.25;14.425;5.2;18.91175032;2.425163155
03.08.06 00:00;1280.04;644.925;14.695;5.18;19.55623378;2.42693671
04.08.06 00:00;1279.23;646.5;14.28;5.15;19.47744487;2.442285786
07.08.06 00:00;1275.88;648.65;15.25;5.18;19.44968686;2.440968707
08.08.06 00:00;1271.55;642.55;15.205;5.19;18.6380959;2.438217246
09.08.06 00:00;1265.89;650.025;14.74;5.14;19.26555573;2.443181778
10.08.06 00:00;1271.41;636.25;15.09;5.12;19.03808911;2.434753027
11.08.06 00:00;1266.65;632.55;14.575;5.12;18.87059738;2.42795464
14.08.06 00:00;1268.14;626.7;13.92;5.15;18.72844071;2.421553347
15.08.06 00:00;1286.11;624.8;13.435;5.18;18.72844071;2.435065042
16.08.06 00:00;1295.13;629.05;12.53;5.16;18.49319718;2.444259873
17.08.06 00:00;1297.44;614;12.465;5.15;18.20069596;2.435803243
18.08.06 00:00;1302.11;614.9;12.045;5.13;17.52103722;2.432378448
21.08.06 00:00;1297.9;628.1;12.415;5.15;16.61138672;2.446308971
22.08.06 00:00;1298.71;625;12.175;5.17;17.64683694;2.436562618
23.08.06 00:00;1292.86;622.345;12.445;5.17;17.33893086;2.438713506
24.08.06 00:00;1295.99;621.4;12.395;5.16;17.21033814;2.433290733
25.08.06 00:00;1295.22;622.525;12.275;5.17;17.17774806;2.431261231
28.08.06 00:00;1301.88;614.775;12.495;5.17;16.86984198;2.435624184
29.08.06 00:00;1304.42;614.95;12.52;5.19;16.83745494;2.447092372
30.08.06 00:00;1304.21;619.275;12.225;5.16;16.73251737;2.450211848
31.08.06 00:00;1303.71;627.3;12.2;5.12;16.73251737;2.453754578
01.09.06 00:00;1310.97;625.45;12.12;5.07;16.73251737;2.455995207
05.09.06 00:00;1313.28;638.3;12.645;4.96;16.33167313;2.447080801
06.09.06 00:00;1300.17;633.7;13.47;4.89;16.37194729;2.444260117
07.09.06 00:00;1293.98;616.8;14.08;4.89;15.92424065;2.429829568
08.09.06 00:00;1298.82;610.8;13.425;4.83;15.86585177;2.414539843
11.09.06 00:00;1299.52;589.745;13.35;4.85;16.03576645;2.415878506
12.09.06 00:00;1312.85;587.445;12.345;4.75;15.87209653;2.416964501
13.09.06 00:00;1317.98;590.195;11.275;4.78;15.86585177;2.419975595
14.09.06 00:00;1316.15;575.25;11.53;4.81;15.95169904;2.432225266
15.09.06 00:00;1319.52;579.335;11.625;4.77;15.66078632;2.425431038
18.09.06 00:00;1321.27;587.2;11.995;4.76;16.22556632;2.430832745
19.09.06 00:00;1318.51;573.65;12.275;4.72;15.73380551;2.423229885
20.09.06 00:00;1325.23;576.8;11.545;4.73;15.91383061;2.426150192
21.09.06 00:00;1318.08;584.2;11.94;4.72;16.78316603;2.442104305
22.09.06 00:00;1314.79;589.6;12.875;4.73;17.82625942;2.441083209
25.09.06 00:00;1326.58;590.795;12.67;4.72;17.02143736;2.443021199
26.09.06 00:00;1336.29;592;11.87;4.64;16.63957921;2.433189122
27.09.06 00:00;1336.7;603.1;11.66;4.6;16.80297096;2.431578742
28.09.06 00:00;1339.02;601.3;11.825;4.53;16.76510745;2.426743108
29.09.06 00:00;1335.72;598.3;11.91;4.6;16.35963418;2.418351774
02.10.06 00:00;1331.42;596.7;12.415;4.67;16.49693241;2.432192338
03.10.06 00:00;1334.22;574.5;12.44;4.71;16.64832186;2.426388855
04.10.06 00:00;1349.98;567;12.13;4.78;17.15275377;2.426065243
05.10.06 00:00;1353.05;574.3;11.855;4.81;16.36120609;2.423133182
06.10.06 00:00;1349.89;574.1;11.86;4.76;16.06258667;2.409772529
10.10.06 00:00;1353.25;573;11.68;4.81;16.58657778;2.398157651
11.10.06 00:00;1349.77;573;11.67;4.9;16.04964231;2.39382919
12.10.06 00:00;1362.8;579.3;11.3;4.93;15.67333084;2.404295187
13.10.06 00:00;1365.51;590.4;11.05;4.93;15.36487827;2.397672353
16.10.06 00:00;1369.06;596;11.055;5.01;15.43156796;2.403012263
17.10.06 00:00;1364.17;590.1;11.69;5.06;15.32390602;2.407194611
18.10.06 00:00;1365.84;590.2;11.58;5.05;15.19994233;2.407183567
19.10.06 00:00;1366.86;599.4;11.175;5.02;15.51352658;2.424544452
20.10.06 00:00;1368.3;591.5;10.835;5;15.49188677;2.42543408
23.10.06 00:00;1376.72;581.95;11.025;5.05;15.08953589;2.414269072
24.10.06 00:00;1377.32;586.45;11.025;5.15;15.16103102;2.41492799
25.10.06 00:00;1382.01;591.05;10.74;5.14;15.16103102;2.418216209
26.10.06 00:00;1388.79;597.15;10.715;5.16;14.54802101;2.432205224
27.10.06 00:00;1377.67;599.95;10.76;5.14;14.93434319;2.443014858
30.10.06 00:00;1377.85;604.1;11.175;5.15;15.25404564;2.442758483
31.10.06 00:00;1377.41;606.6;11.19;5.18;15.00874212;2.45217922
01.11.06 00:00;1367.88;617.6;11.285;5.19;14.59402008;2.450407449
02.11.06 00:00;1367.01;624.7;11.585;5.18;14.62140739;2.451626854
03.11.06 00:00;1364.55;627.4;11.2;5.18;14.21292754;2.441411493
06.11.06 00:00;1379.46;623.2;11.2;5.17;14.5188122;2.440588059
07.11.06 00:00;1382.81;624.8;11.03;5.2;14.01070375;2.448842359
08.11.06 00:00;1385.78;615.8;11.095;5.2;14.26375608;2.444227673
09.11.06 00:00;1378.66;633.405;10.82;5.19;14.39412171;2.448440116
10.11.06 00:00;1380.75;628.555;10.945;5.2;14.51359783;2.450194528
13.11.06 00:00;1384.45;625.7;10.975;5.17;14.22131533;2.438457471
14.11.06 00:00;1393.17;620.88;10.85;5.24;14.54549968;2.440391863
15.11.06 00:00;1396.8;623.1;10.37;5.24;14.80313564;2.43738605
16.11.06 00:00;1399.59;618.25;10.195;5.22;15.03103126;2.436216935
17.11.06 00:00;1400.94;621.7;10.265;5.19;14.52227214;2.440828345
20.11.06 00:00;1400.74;622.9;10.195;5.19;14.63063944;2.443590407
21.11.06 00:00;1402.72;627.5;9.95;5.26;14.64609154;2.446894944
22.11.06 00:00;1406.07;630.3;9.98;5.25;14.68408007;2.464016949
24.11.06 00:00;1401.22;638.2;10.71;5.21;14.93547684;2.485265712
27.11.06 00:00;1382.06;640.6;11.735;5.22;14.81118515;2.488770694
28.11.06 00:00;1386.74;640;12.055;5.27;15.07880611;2.504403412
29.11.06 00:00;1399.27;636.65;11.05;5.26;14.83396323;2.495773794
30.11.06 00:00;1400.73;648;10.94;5.22;14.75659749;2.513129707
01.12.06 00:00;1396.43;645.6;11.62;5.21;14.81781325;2.523804847
04.12.06 00:00;1408.85;646.2;11.495;5.13;14.7746379;2.52655078
05.12.06 00:00;1414.79;643.15;11.22;4.88;14.65741383;2.51960124
06.12.06 00:00;1412.89;630.95;11.37;4.91;14.31143858;2.512646624
07.12.06 00:00;1407.27;633.845;11.925;4.92;14.68629372;2.514319653
08.12.06 00:00;1409.3;625.15;12.29;4.89;14.37364675;2.502721627
11.12.06 00:00;1412.87;630.45;11.32;4.85;14.80345385;2.506708766
12.12.06 00:00;1411.38;630.05;11.005;4.87;14.91669307;2.515061549
13.12.06 00:00;1413.28;628.75;10.365;4.86;14.91184079;2.505710078
14.12.06 00:00;1425.14;625.85;10.195;4.87;14.88220532;2.495531486
15.12.06 00:00;1426.88;615.35;9.73;4.78;14.74563292;2.487904558
18.12.06 00:00;1422.39;616.25;10.655;4.8;15.05062963;2.486884068
19.12.06 00:00;1425.51;622.95;10.79;4.84;15.1491928;2.505714862
20.12.06 00:00;1423.6;620.445;10.18;4.87;15.4090252;2.503136925
21.12.06 00:00;1418.44;618.5;10.51;4.84;15.73606081;2.501417882
22.12.06 00:00;1411.1;621.005;11.025;4.82;15.43333159;2.496845934
26.12.06 00:00;1417.27;624.7;11.635;4.81;15.247017;2.491174853
27.12.06 00:00;1427.13;627.2;10.855;4.75;15.51774365;2.49387959
28.12.06 00:00;1424.52;634.9;10.895;4.74;15.39204571;2.503822289
29.12.06 00:00;1417.8;636.7;11.18;4.75;15.4694158;2.502163157
02.01.07 00:00;1417.8;640.5;11.18;4.79;15.14546858;2.516633349
03.01.07 00:00;1416.59;627.5;12.14;4.84;15.42455426;2.497063914
04.01.07 00:00;1418.28;622;11.85;4.8;15.48834206;2.481282816
05.01.07 00:00;1409.82;607.4;11.965;4.81;15.48977019;2.466464939
08.01.07 00:00;1412.71;610;12.305;4.87;15.25001061;2.471127386
09.01.07 00:00;1412.12;613.7;12.08;4.9;14.99701133;2.469957276
10.01.07 00:00;1414.71;611.3;11.965;4.94;15.23476802;2.460551997
11.01.07 00:00;1423.8;611.6;10.99;4.99;15.32093656;2.462995997
12.01.07 00:00;1430.59;627.2;10.535;4.98;15.56337331;2.472328497
16.01.07 00:00;1431.78;624.8;10.645;5;15.1421244;2.471045597
17.01.07 00:00;1430.68;631.8;10.625;5.01;15.12976072;2.477275517
18.01.07 00:00;1426.09;627.7;10.745;4.97;15.12416883;2.482019267
19.01.07 00:00;1430.36;635.4;10.525;4.96;15.18741516;2.481785067
22.01.07 00:00;1423.07;633.4;10.85;4.98;15.02829204;2.479718599
23.01.07 00:00;1428.02;646.7;10.58;5.02;15.43722179;2.490509855
24.01.07 00:00;1439.97;648.8;10.14;4.99;15.23034649;2.477871161
25.01.07 00:00;1424.27;646.1;10.665;4.97;15.18056847;2.467693262
26.01.07 00:00;1422.42;646;11.26;4.94;15.40314499;2.465308846
29.01.07 00:00;1420.83;643.7;11.26;4.95;15.82738506;2.466430216
30.01.07 00:00;1428.81;647.3;11.22;4.99;15.26163075;2.466277583
31.01.07 00:00;1438.45;653.2;10.765;5;15.81864665;2.475871684
01.02.07 00:00;1445.71;657.2;10.285;4.99;16.01815171;2.470921166
02.02.07 00:00;1448.46;647.85;10.16;5.01;16.24450109;2.464976937
05.02.07 00:00;1447.03;648.45;10.57;5.06;17.07607474;2.463260697
06.02.07 00:00;1447.89;653.3;10.66;5.14;16.43033867;2.47140664
07.02.07 00:00;1449.92;651.45;10.4;5.15;16.34867232;2.474457154
08.02.07 00:00;1448.38;660.45;10.655;5.15;16.72785521;2.472250834
09.02.07 00:00;1438.07;666.85;10.905;5.15;17.5031929;2.467245694
12.02.07 00:00;1433.55;661.1;11.59;5.16;16.89756818;2.459696731
13.02.07 00:00;1444.24;664.25;10.875;5.24;16.74967646;2.473976646
14.02.07 00:00;1455.05;669.125;9.98;5.23;16.26933314;2.488434178
15.02.07 00:00;1456.92;669.75;10.185;5.23;16.46349014;2.488276919
16.02.07 00:00;1455.51;669.05;10.21;5.23;16.52603997;2.489978706
20.02.07 00:00;1459.52;657.25;10.43;5.23;16.62467786;2.490439471
21.02.07 00:00;1457.51;678.85;10.35;5.27;16.25118566;2.496676006
22.02.07 00:00;1456.29;677.45;10.265;5.26;16.19977517;2.494283952
23.02.07 00:00;1451.22;682.55;10.53;5.25;16.45175772;2.50231545
26.02.07 00:00;1449.6;686.55;10.98;5.23;17.24586029;2.506037442
27.02.07 00:00;1399.95;663.35;15.555;5.22;17.10889026;2.503770144
28.02.07 00:00;1406.64;669.35;15.895;5.24;18.36139092;2.503070143
01.03.07 00:00;1403.05;664.45;17.38;5.25;19.82646123;2.493582375
02.03.07 00:00;1387.16;642.45;17.335;5.23;21.42899295;2.487041757
05.03.07 00:00;1374.2;636.6;19.27;5.22;19.86477965;2.462910493
06.03.07 00:00;1395.15;646.5;17.05;5.24;21.8923143;2.473490347
07.03.07 00:00;1391.82;649;15.395;5.24;20.25026919;2.476763911
08.03.07 00:00;1401.5;651.8;14.09;5.24;21.33964893;2.47260335
09.03.07 00:00;1402.74;650.275;14.145;5.22;20.79774447;2.475863647
12.03.07 00:00;1406.48;650.5;14.36;5.22;19.67527433;2.487564034
13.03.07 00:00;1377.99;643.8;16.51;5.23;21.94291523;2.482983548
14.03.07 00:00;1386.98;644.7;19;5.24;24.22965631;2.490384868
15.03.07 00:00;1392.05;646.6;16.09;5.21;21.43664201;2.493700415
16.03.07 00:00;1386.76;653.4;16.5;5.18;23.82172055;2.505938147
19.03.07 00:00;1401.77;654.2;15.2;5.17;24.12843042;2.507295818
20.03.07 00:00;1410.74;658.8;14.205;5.22;23.36146025;2.520432811
21.03.07 00:00;1434.68;664.2;12.44;5.24;23.12051812;2.531238298
22.03.07 00:00;1434.56;664;12.495;5.23;22.99877243;2.525511004
23.03.07 00:00;1436.11;657.4;12.82;5.24;22.38087745;2.519035072
26.03.07 00:00;1437.38;664.1;13.805;5.22;22.21725247;2.528818254
27.03.07 00:00;1428.7;664.41;13.625;5.2;22.11795313;2.530234629
28.03.07 00:00;1416.97;665.555;14.865;5.18;22.64486634;2.521497921
29.03.07 00:00;1422.41;661.5;15.195;5.05;22.57589185;2.524381082
30.03.07 00:00;1420.46;663.795;14.98;5.07;22.29362102;2.530193714
02.04.07 00:00;1424.44;664;14.93;5.12;22.50720329;2.539403213
03.04.07 00:00;1437.45;663.95;13.435;5.15;22.527564;2.531333142
04.04.07 00:00;1439.15;674.35;13.555;5.16;22.41637087;2.537781959
05.04.07 00:00;1443.66;674.45;13.175;5.1;22.30011928;2.544429143
06.04.07 00:00;1443.66;675;13.175;5.1;22.56362123;2.535412679
09.04.07 00:00;1444.47;670.75;13.225;5.08;22.49464608;2.531619338
10.04.07 00:00;1448.38;677.9;12.945;5;22.75288424;2.551491144
11.04.07 00:00;1438.91;677.3;13.4;5.01;22.39995664;2.550679459
12.04.07 00:00;1447.77;676.1;13.365;5;22.07922879;2.559699831
13.04.07 00:00;1452.78;685.52;12.565;4.98;22.13802608;2.568576225
16.04.07 00:00;1468.23;690.205;11.78;4.97;22.34494857;2.572415712
17.04.07 00:00;1471.33;686.55;11.835;4.94;22.45383505;2.584617079
18.04.07 00:00;1472.33;690.05;12.26;4.94;22.15327638;2.591153854
19.04.07 00:00;1470.61;682.95;12.84;4.93;21.99643947;2.586390667
20.04.07 00:00;1484.4;691.95;12.32;4.93;21.38256375;2.587732351
23.04.07 00:00;1481.11;689.15;12.78;4.93;20.97484376;2.583207173
24.04.07 00:00;1480.49;683.65;13.465;4.92;20.99500437;2.586660787
25.04.07 00:00;1495.27;686.25;12.905;4.94;21.02254581;2.59069603
26.04.07 00:00;1494.32;674.75;13.17;4.91;20.89739992;2.577714381
27.04.07 00:00;1494.22;681.55;12.835;4.85;20.98853392;2.587063945
30.04.07 00:00;1482.47;678.45;13.545;4.8;21.10192812;2.588323874
01.05.07 00:00;1486.09;673.45;14.04;4.69;20.78569149;2.582236488
02.05.07 00:00;1496;673.15;13.035;4.72;20.15246793;2.577606117
03.05.07 00:00;1502.3;682.35;13.125;4.74;19.62683936;2.573298311
04.05.07 00:00;1505.49;688.85;12.975;4.74;20.01066082;2.577296742
07.05.07 00:00;1509.13;688.75;13.24;4.76;19.95823406;2.581510847
08.05.07 00:00;1507.84;685.65;13.425;4.76;20.01224321;2.576843253
09.05.07 00:00;1512.52;680.55;13.02;4.75;19.30861705;2.575369465
10.05.07 00:00;1491.66;665.65;13.37;4.77;19.21891476;2.564152592
11.05.07 00:00;1506;670.85;13.05;4.75;19.18372286;2.571515855
14.05.07 00:00;1503.36;669.75;13.72;4.72;19.75461695;2.574971418
15.05.07 00:00;1501.4;672.05;13.785;4.79;19.11879074;2.583655125
16.05.07 00:00;1513.95;662.15;13.825;4.73;18.82278531;2.566679794
17.05.07 00:00;1512.6;657.65;13.535;4.8;17.97315293;2.564254587
18.05.07 00:00;1522.51;661.75;12.955;4.78;18.66410039;2.568025636
21.05.07 00:00;1524.84;663.25;13;4.85;19.61121956;2.564786343
22.05.07 00:00;1523.95;659.25;12.73;5.01;19.49119776;2.561597194
23.05.07 00:00;1522.16;661.85;12.915;5;19.11588668;2.570712338
24.05.07 00:00;1507.68;654.65;13.64;4.99;18.96978379;2.563944186
25.05.07 00:00;1515.75;656;13.55;4.97;19.00812778;2.565531004
29.05.07 00:00;1518.08;656.85;13.63;4.95;17.82054623;2.568819858
30.05.07 00:00;1530.14;653.45;13.555;4.94;17.96339597;2.569352277
31.05.07 00:00;1530.68;660.5;12.9;4.78;17.92168067;2.577897633
01.06.07 00:00;1536.18;671.75;12.72;4.8;17.86071527;2.585043021
04.06.07 00:00;1539.04;671.15;13.375;4.78;18.2416549;2.593551864
05.06.07 00:00;1529.95;670.05;13.855;4.75;17.80728919;2.598142404
06.06.07 00:00;1516.28;670.75;14.56;4.78;17.8810987;2.601272691
07.06.07 00:00;1489.55;659.15;15.99;4.8;17.76382022;2.588841205
08.06.07 00:00;1506.03;648.85;15.755;4.76;17.89114139;2.588457276
11.06.07 00:00;1507.93;653.65;14.855;4.7;18.06735215;2.582138353
12.06.07 00:00;1493.24;647.25;15.735;4.65;18.43327526;2.574008094
13.06.07 00:00;1515.42;651.75;15.385;4.62;18.35298867;2.575386673
14.06.07 00:00;1522.95;651.95;14.205;4.51;18.75766322;2.570464046
15.06.07 00:00;1532.93;655.35;13.275;4.46;19.19230501;2.582472584
18.06.07 00:00;1531.08;656.35;13.93;4.47;19.28211464;2.584345636
19.06.07 00:00;1533.31;661.45;13.295;4.44;19.60741918;2.593172956
20.06.07 00:00;1512.26;654.55;13.755;4.42;19.73740286;2.592437041
21.06.07 00:00;1521.61;652.037;14.865;4.17;20.84517787;2.590333502
22.06.07 00:00;1503.06;654.3;15.445;4.29;20.85800862;2.602287105
25.06.07 00:00;1497.37;651;16.325;4.43;20.93538883;2.601372675
26.06.07 00:00;1492.47;640.9;17.55;4.53;21.06437636;2.60100341
27.06.07 00:00;1506.09;643.65;17.21;4.24;21.35840997;2.595314
28.06.07 00:00;1505.36;648.95;15.345;4.08;21.14259254;2.605836205
29.06.07 00:00;1502.37;649.65;15.875;4.28;22.43433222;2.6155151
02.07.07 00:00;1519.26;657.25;15.895;4.55;22.75568363;2.635810084
03.07.07 00:00;1524.76;653.2;15.075;4.77;22.89076248;2.629107529
05.07.07 00:00;1525.35;649.5;15.56;4.76;23.6010449;2.629742599
06.07.07 00:00;1530.36;655.9;15.13;4.71;23.73314173;2.634208747
09.07.07 00:00;1531.83;660.402;15.36;4.68;22.69171249;2.635938679
10.07.07 00:00;1510.29;663.3;16.755;4.74;27.52610827;2.64855267
11.07.07 00:00;1518.79;660.605;17.275;4.73;28.05659226;2.650060066
12.07.07 00:00;1547.65;666.8;15.66;4.73;27.71001167;2.658005089
13.07.07 00:00;1552.26;666.9;15.15;4.72;28.84421648;2.6615227
16.07.07 00:00;1549.68;664.9;15.55;4.75;28.01851705;2.665036274
17.07.07 00:00;1549.66;664.9;15.545;4.77;30.06637653;2.667770353
18.07.07 00:00;1546.47;673;16.505;4.77;34.38798521;2.674717232
19.07.07 00:00;1552.8;677.5;15.34;4.78;32.9753301;2.673890189
20.07.07 00:00;1534.08;683.4;16.495;4.76;36.53534503;2.677851179
23.07.07 00:00;1541.15;681.6;16.74;4.88;41.45214024;2.681278167
24.07.07 00:00;1511.77;681;18.285;5.05;47.26920278;2.687160878
25.07.07 00:00;1517.93;674.9;18.42;5.04;44.6361344;2.674235285
26.07.07 00:00;1484.51;662.9;21.33;4.98;59.32946418;2.659675014
27.07.07 00:00;1459.17;661.2;21.885;4.89;60.27251676;2.627419883
30.07.07 00:00;1473.51;665;22.25;4.95;56.66814498;2.634227292
31.07.07 00:00;1454.78;664.3;21.805;5.13;55.07304918;2.631996213
01.08.07 00:00;1466.35;666.9;24.74;5.05;44.54433911;2.637238413
02.08.07 00:00;1471.92;665.6;22.1;5.02;51.49311126;2.643947176
03.08.07 00:00;1433.18;673;23.32;4.94;54.79074619;2.646256072
06.08.07 00:00;1467.24;672.1;24.455;4.92;76.88438217;2.649315673
07.08.07 00:00;1476.23;672.4;22.265;5.05;77.68393908;2.637839106
08.08.07 00:00;1497.46;674.8;21.14;5.04;72.13612359;2.65364464
09.08.07 00:00;1454.47;662.1;25.37;4.7;73.75042586;2.629070183
