DATE,DTWEXB
2017-06-27,121.8653
2017-06-28,121.4061
2017-06-29,121.3323
2017-06-30,121.3144
2017-07-03,121.7897
2017-07-04,.
2017-07-05,122.0291
2017-07-06,121.8108
2017-07-07,121.7015
2017-07-10,121.5334
2017-07-11,121.5130
2017-07-12,120.9200
2017-07-13,120.8623
2017-07-14,120.2172
2017-07-17,120.2357
2017-07-18,119.6997
2017-07-19,119.7069
2017-07-20,119.5231
2017-07-21,119.4725
2017-07-24,119.4736
2017-07-25,119.5693
2017-07-26,119.6696
2017-07-27,119.4751
2017-07-28,119.1908
2017-07-31,119.0794
2017-08-01,119.1063
2017-08-02,119.0182
2017-08-03,119.0830
2017-08-04,119.5274
2017-08-07,119.6112
2017-08-08,119.6034
2017-08-09,119.5501
2017-08-10,119.3355
2017-08-11,119.2019
2017-08-14,119.2529
2017-08-15,119.6501
2017-08-16,119.6115
2017-08-17,119.3241
2017-08-18,119.1882
2017-08-21,118.8711
2017-08-22,118.9584
2017-08-23,118.9187
2017-08-24,118.8703
2017-08-25,118.4358
2017-08-28,118.2399
2017-08-29,118.1438
2017-08-30,118.4412
2017-08-31,118.3976
2017-09-01,118.0488
2017-09-04,.
2017-09-05,117.8501
2017-09-06,117.4725
2017-09-07,116.8402
2017-09-08,116.7443
2017-09-11,117.1398
2017-09-12,117.3433
2017-09-13,117.6876
2017-09-14,117.6744
2017-09-15,117.3891
2017-09-18,117.7363
2017-09-19,117.7235
2017-09-20,117.5291
2017-09-21,118.0497
2017-09-22,117.8659
2017-09-25,118.4788
2017-09-26,118.9556
2017-09-27,119.2704
2017-09-28,119.4768
2017-09-29,119.2971
2017-10-02,119.5755
2017-10-03,119.5296
2017-10-04,119.4435
2017-10-05,119.7593
2017-10-06,119.9731
2017-10-09,.
2017-10-10,119.3951
2017-10-11,119.4137
2017-10-12,119.4211
2017-10-13,119.3762
2017-10-16,119.6658
2017-10-17,120.0668
2017-10-18,119.8872
2017-10-19,119.6022
2017-10-20,120.1939
2017-10-23,120.4002
2017-10-24,120.5763
2017-10-25,120.5661
2017-10-26,120.8082
2017-10-27,121.3270
2017-10-30,121.0882
2017-10-31,120.9699
2017-11-01,120.9122
2017-11-02,120.6508
2017-11-03,121.1012
2017-11-06,120.8663
2017-11-07,121.1095
2017-11-08,120.8335
2017-11-09,120.7275
2017-11-10,.
2017-11-13,120.9433
2017-11-14,120.6751
2017-11-15,120.6153
2017-11-16,120.3817
2017-11-17,120.1019
2017-11-20,120.3727
2017-11-21,120.0777
2017-11-22,119.6244
2017-11-23,.
2017-11-24,119.0744
2017-11-27,119.1600
2017-11-28,119.3331
2017-11-29,119.3856
2017-11-30,119.5430
2017-12-01,119.2417
2017-12-04,119.5029
2017-12-05,119.5963
2017-12-06,119.9731
2017-12-07,120.1278
2017-12-08,120.3382
2017-12-11,120.1918
2017-12-12,120.6360
2017-12-13,120.3804
2017-12-14,120.1897
2017-12-15,120.2138
2017-12-18,119.9950
2017-12-19,120.2129
2017-12-20,119.8936
2017-12-21,119.9540
2017-12-22,120.1669
2017-12-25,.
2017-12-26,120.0034
2017-12-27,119.9074
2017-12-28,119.5338
2017-12-29,119.0722
2018-01-01,.
2018-01-02,118.6053
2018-01-03,118.6302
2018-01-04,118.4198
2018-01-05,118.2929
2018-01-08,118.5280
2018-01-09,118.8904
2018-01-10,118.5754
2018-01-11,118.4136
2018-01-12,117.7921
2018-01-15,.
2018-01-16,117.1959
2018-01-17,117.0253
2018-01-18,116.9237
2018-01-19,116.7643
2018-01-22,116.9484
2018-01-23,116.8377
2018-01-24,115.8807
2018-01-25,115.2392
2018-01-26,115.4210
2018-01-29,115.8617
2018-01-30,115.8587
2018-01-31,115.4772
2018-02-01,115.2109
2018-02-02,115.8515
2018-02-05,117.0694
2018-02-06,117.2339
2018-02-07,117.7646
2018-02-08,118.4628
2018-02-09,118.3577
2018-02-12,118.1567
2018-02-13,117.8930
2018-02-14,117.5922
2018-02-15,117.0953
2018-02-16,117.1364
2018-02-19,.
2018-02-20,117.7338
2018-02-21,117.9749
2018-02-22,118.0115
2018-02-23,117.801
2018-02-26,117.8092
2018-02-27,118.277
2018-02-28,118.4924
2018-03-01,118.7128
